"daily"
Date,Crop,Stage,ETa/ETc,Tavg,Precip,Mois_1,RootDep,Recharge,PercolationRate_1,PercolationRate_2,PercolationRate_3,PercolationRate_4,PercolationRate_5,G-Iso,G-Mono,JJV-Iso,JJV-Mono
1993-01-27,wheat/winter wheat,2,1,-1.9,1.1,0.258,4,0,0,0.529,0.922,1.237,1.504,0,0.04456,0,0.04432
1993-01-28,wheat/winter wheat,2,0.6,-2.4,0,0.258,4,0,0,0.197,0.389,0.568,0.735,0,0.04244,0,0.04231
1993-01-29,wheat/winter wheat,2,0.07,-4.3,0,0.258,4,0,0,0.102,0.216,0.331,0.443,0,0.03568,0,0.03561
1993-01-30,wheat/winter wheat,2,0.07,-5.4,0,0.258,4,0,0,0.063,0.138,0.218,0.298,0,0.03232,0,0.03221
1993-01-31,wheat/winter wheat,2,0.07,-6.2,0,0.258,4,0,0,0.043,0.096,0.154,0.215,0,0.03006,0,0.02994
1993-02-01,wheat/winter wheat,2,0.07,-2.7,0,0.258,4,0,0,0.031,0.071,0.115,0.163,0,0.04102,0,0.04097
1993-02-02,wheat/winter wheat,2,0.07,-2.9,0,0.258,4,0,0,0.023,0.054,0.09,0.128,0,0.04036,0,0.04018
1993-02-03,wheat/winter wheat,2,0.07,-0.6,0,0.258,4,0,0,0.018,0.043,0.072,0.103,0,0.04945,0,0.04936
1993-02-04,wheat/winter wheat,2,0.07,-1,0,0.258,4,0,0,0.014,0.035,0.059,0.085,0,0.04764,0,0.04754
1993-02-05,wheat/winter wheat,2,0.07,0.1,0,0.258,4,0,0,0.012,0.029,0.049,0.071,0,0.05247,0,0.0524
1993-02-06,wheat/winter wheat,2,0.79,1.6,2.4,0.282,4,0,0,0.01,0.024,0.041,0.061,0,0.05994,0,0.05986
1993-02-07,wheat/winter wheat,2,0.07,-0.2,0,0.282,4,0,0,0.008,0.021,0.035,0.052,0,0.051,0,0.05082
1993-02-08,wheat/winter wheat,2,0.84,1.8,0,0.282,4,0,0,0.007,0.018,0.031,0.045,0,0.06096,0,0.06074
1993-02-09,wheat/winter wheat,2,0.87,2.8,0.1,0.282,4,0,0,0.006,0.015,0.027,0.04,0,0.06647,0,0.06634
1993-02-10,wheat/winter wheat,2,0.84,0.5,0,0.282,4,0,0,0.005,0.012,0.023,0.035,0,0.05399,0,0.05391
1993-02-11,wheat/winter wheat,2,0.84,-0.6,0,0.282,4,0,0,0.005,0.011,0.02,0.031,0,0.04882,0,0.04874
1993-02-12,wheat/winter wheat,2,0.84,0.6,0,0.282,4,0,0,0.004,0.01,0.018,0.028,0,0.0545,0,0.0542
1993-02-13,wheat/winter wheat,2,0.84,-0.7,0,0.282,4,0,0,0.004,0.009,0.016,0.025,0,0.04817,0,0.04812
1993-02-14,wheat/winter wheat,2,0.84,0.7,0,0.281,4,0,0,0.003,0.008,0.014,0.022,0,0.05463,0,0.0545
1993-02-15,wheat/winter wheat,2,0.84,1.1,0,0.281,4,0,0,0.003,0.007,0.013,0.02,0,0.05666,0,0.05639
1993-02-16,wheat/winter wheat,2,1,-0.8,0.8,0.29,4,0,0,0.003,0.006,0.012,0.018,0,0.04758,0,0.04744
1993-02-17,wheat/winter wheat,2,0.87,2.8,4.1,0.33,4,0,0,0.002,0.006,0.011,0.017,0,0.06564,0,0.06549
1993-02-18,wheat/winter wheat,2,0.88,1.9,0.4,0.246,4,0,8.8,7.671,6.591,5.573,4.614,0,0.06066,0,0.06037
1993-02-19,wheat/winter wheat,2,0.98,2.8,3.9,0.244,4,0,4,4.101,4.178,4.226,4.241,0,0.06562,0,0.06537
1993-02-20,wheat/winter wheat,2,0.67,1.6,3.4,0.245,4,0,3.39,3.414,3.446,3.482,3.517,0,0.05912,0,0.05865
1993-02-21,wheat/winter wheat,2,0.97,-1,0.8,0.253,4,0,0,0.453,0.785,1.051,1.274,0,0.0465,0,0.04633
1993-02-22,wheat/winter wheat,2,0.07,-4.4,0,0.253,4,0,0,0.179,0.353,0.516,0.666,0,0.03431,0,0.03407
1993-02-23,wheat/winter wheat,2,0.07,-3.4,0,0.253,4,0,0,0.096,0.202,0.309,0.413,0,0.03738,0,0.03723
1993-02-24,wheat/winter wheat,2,0.94,-0.9,0.8,0.262,4,0,0,0.06,0.131,0.206,0.283,0,0.04669,0,0.04656
1993-02-25,wheat/winter wheat,2,0.89,-0.8,0.3,0.265,4,0,0,0.041,0.092,0.148,0.206,0,0.047,0,0.04691
1993-02-26,wheat/winter wheat,2,0.85,-2,0.1,0.266,4,0,0,0.03,0.068,0.111,0.157,0,0.04226,0,0.04204
1993-02-27,wheat/winter wheat,2,0.87,-2.7,0.7,0.273,4,0,0,0.022,0.052,0.087,0.124,0,0.03958,0,0.03942
1993-02-28,wheat/winter wheat,2,0.07,-1.1,0,0.273,4,0,0,0.018,0.042,0.07,0.1,0,0.04564,0,0.04546
1993-03-01,wheat/winter wheat,2,0.06,0.5,0,0.273,4,0,0,0.014,0.034,0.057,0.083,0,0.05287,0,0.05242
1993-03-02,wheat/winter wheat,2,0.06,-1.3,0,0.273,4,0,0,0.012,0.028,0.048,0.07,0,0.04485,0,0.0445
1993-03-03,wheat/winter wheat,2,0.06,-4,0,0.273,4,0,0,0.01,0.024,0.04,0.059,0,0.03505,0,0.03484
1993-03-04,wheat/winter wheat,2,0.78,-3.8,0.1,0.274,4,0,0,0.008,0.02,0.035,0.051,0,0.03568,0,0.03543
1993-03-05,wheat/winter wheat,2,0.06,-2.8,0,0.274,4,0,0,0.007,0.017,0.03,0.045,0,0.03889,0,0.03872
1993-03-06,wheat/winter wheat,2,0.84,2.5,0,0.274,4,0,0,0.006,0.015,0.026,0.039,0,0.0629,0,0.0623
1993-03-07,wheat/winter wheat,2,0.84,1.8,0,0.273,4,0,0,0.005,0.012,0.023,0.034,0,0.05902,0,0.05846
1993-03-08,wheat/winter wheat,2,0.84,-0.3,0,0.273,4,0,0,0.004,0.01,0.02,0.03,0,0.04862,0,0.04832
1993-03-09,wheat/winter wheat,2,0.84,-0.7,0,0.273,4,0,0,0.004,0.009,0.018,0.027,0,0.04702,0,0.04653
1993-03-10,wheat/winter wheat,2,0.84,1.9,0,0.273,4,0,0,0.003,0.008,0.016,0.024,0,0.05933,0,0.0587
1993-03-11,wheat/winter wheat,2,0.84,1.5,0,0.273,4,0,0,0.003,0.007,0.014,0.022,0,0.05695,0,0.05654
1993-03-12,wheat/winter wheat,2,0.84,2.7,0,0.272,5,0,0,0.003,0.006,0.012,0.02,0,0.06349,0,0.06288
1993-03-13,wheat/winter wheat,2,0.91,5.4,0,0.241,5,0,2.74,1.878,1.151,0.615,0.276,0,0.08105,0,0.08016
1993-03-14,wheat/winter wheat,2,0.97,6.7,0,0.234,5,0,0.211,0.454,0.596,0.597,0.481,0,0.09213,0,0.09098
1993-03-15,wheat/winter wheat,2,0.97,8.3,0,0.226,5,0,0,0.124,0.251,0.355,0.393,0,0.1086,0,0.10683
1993-03-16,wheat/winter wheat,2,0.97,10.4,1.8,0.227,5,0,0.434,0.193,0.177,0.241,0.289,0,0.1343,0,0.13255
1993-03-17,wheat/winter wheat,2,0.97,8.1,0.5,0.224,5,0,0,0.011,0.049,0.131,0.186,0,0.11187,0,0.11146
1993-03-18,wheat/winter wheat,2,0.97,9.8,1.4,0.228,5,0,0.092,0,0.015,0.077,0.125,0,0.13286,0,0.13228
1993-03-19,wheat/winter wheat,2,0.97,5.4,0.2,0.225,5,0,0,0,0.001,0.045,0.084,0,0.0922,0,0.09119
1993-03-20,wheat/winter wheat,2,0.97,6.6,0,0.218,5,0,0,0,0,0.031,0.061,0,0.10392,0,0.10241
1993-03-21,wheat/winter wheat,2,0.97,8,0,0.209,5,0,0,0,0,0.02,0.043,0,0.11979,0,0.11772
1993-03-22,wheat/winter wheat,2,0.96,10.3,0.1,0.199,5,0,0,0,0,0.013,0.03,0,0.1492,0,0.14767
1993-03-23,wheat/winter wheat,2,0.96,8.1,0.8,0.197,5,0,0,0,0,0.008,0.02,0,0.12597,0,0.12416
1993-03-24,wheat/winter wheat,2,0.96,4.7,0,0.193,5,0,0,0,0,0.005,0.013,0,0.09437,0,0.09305
1993-03-25,wheat/winter wheat,2,0.97,2.5,0.7,0.199,5,0,0,0,0,0.004,0.01,0,0.07742,0,0.07667
1993-03-26,wheat/winter wheat,2,0.96,1.1,0,0.199,5,0,0,0,0,0.003,0.009,0,0.06835,0,0.06754
1993-03-27,wheat/winter wheat,2,1,-0.1,0.1,0.2,5,0.002,0,0,0,0.003,0.008,0,0.06103,0,0.0605
1993-03-28,wheat/winter wheat,2,0.96,0.7,0,0.2,5,0.006,0,0,0,0.003,0.007,0,0.0655,0,0.06491
1993-03-29,wheat/winter wheat,2,1,0.1,0.8,0.208,5,0.016,0,0,0,0.002,0.006,0,0.06168,0,0.06137
1993-03-30,wheat/winter wheat,2,0.97,0.8,0,0.207,5,0.033,0,0,0,0.002,0.006,0,0.06559,0,0.06525
1993-03-31,wheat/winter wheat,2,0.96,3.1,0,0.206,5,0.053,0,0,0,0.002,0.005,0,0.0812,0,0.0801
1993-04-01,wheat/winter wheat,2,0.96,4.8,0,0.201,5,0.071,0,0,0,0.002,0.005,0,0.09456,0,0.09339
1993-04-02,wheat/winter wheat,2,0.96,5.2,0,0.195,6,0.085,0,0,0,0.001,0.003,0,0.09927,0,0.09722
1993-04-03,wheat/winter wheat,3,0.95,5.5,0,0.19,6,0.093,0,0,0,0.001,0.002,0,0.10691,0,0.10636
1993-04-04,wheat/winter wheat,3,0.95,5.4,0,0.185,6,0.097,0,0,0,0,0.001,0,0.10681,0,0.10604
1993-04-05,wheat/winter wheat,3,0.95,5.5,0,0.179,6,0.098,0,0,0,0,0.001,0,0.10874,0,0.10761
1993-04-06,wheat/winter wheat,3,0.95,6.9,2,0.191,6,0.096,0,0,0,0,0,0,0.12441,0,0.12281
1993-04-07,wheat/winter wheat,3,0.83,6.7,3.8,0.22,6,0.094,0,0,0,0,0,0,0.12336,0,0.12193
1993-04-08,wheat/winter wheat,3,0.83,4.9,0,0.216,6,0.09,0,0,0,0,0,0,0.1051,0,0.10475
1993-04-09,wheat/winter wheat,3,0.83,1.4,0,0.216,6,0.086,0,0,0,0,0,0,0.07754,0,0.07679
1993-04-10,wheat/winter wheat,3,0.83,0.9,0,0.215,6,0.082,0,0,0,0,0,0,0.0746,0,0.07327
1993-04-11,wheat/winter wheat,3,0.83,2.3,0,0.214,6,0.078,0,0,0,0,0,0,0.0847,0,0.08294
1993-04-12,wheat/winter wheat,3,0.96,4,0,0.21,6,0.075,0,0,0,0,0,0,0.09877,0,0.09654
1993-04-13,wheat/winter wheat,3,0.96,5.6,0,0.202,6,0.071,0,0,0,0,0,0,0.11424,0,0.11175
1993-04-14,wheat/winter wheat,3,0.96,8.1,0,0.189,6,0.068,0,0,0,0,0,0,0.14409,0,0.14093
1993-04-15,wheat/winter wheat,3,0.95,8.6,0,0.174,6,0.064,0,0,0,0,0,0,0.15392,0,0.14994
1993-04-16,wheat/winter wheat,3,0.94,7.2,0,0.162,6,0.061,0,0,0,0,0,0,0.13843,0,0.13484
1993-04-17,wheat/winter wheat,3,0.94,10.7,0,0.144,6,0.059,0,0,0,0,0,0,0.19217,0,0.1873
1993-04-18,wheat/winter wheat,3,0.8,9.9,7.5,0.202,6,0.056,0,0,0,0,0,0,0.18194,0,0.17937
1993-04-19,wheat/winter wheat,3,0.98,6.7,0,0.191,6,0.053,0,0,0,0,0,0,0.14097,0,0.13751
1993-04-20,wheat/winter wheat,3,0.97,7,0,0.179,7,0.051,0,0,0,0,0,0,0.14631,0,0.14291
1993-04-21,wheat/winter wheat,3,0.97,13.8,0,0.151,7,0.049,0,0,0,0,0,0,0.27606,0,0.2669
1993-04-22,wheat/winter wheat,3,0.95,16.1,0,0.127,7,0.047,0,0,0,0,0,0,0.35549,0,0.34187
1993-04-23,wheat/winter wheat,3,0.94,15.1,0,0.105,7,0.045,0,0,0,0,0,0,0.33986,0,0.32763
1993-04-24,wheat/winter wheat,3,0.93,18.1,0,0.069,7,0.043,0,0,0,0,0,0,0.46999,0,0.44909
1993-04-25,wheat/winter wheat,3,0.37,20.1,0,0.067,7,0.041,0,0,0,0,0,0,0.59194,0,0.56468
1993-04-26,wheat/winter wheat,3,0.37,20.2,0,0.065,7,0.039,0,0,0,0,0,0,0.63058,0,0.59793
1993-04-27,wheat/winter wheat,3,0.37,18.7,0,0.064,8,0.038,0,0,0,0,0,0,0.57516,0,0.54971
1993-04-28,wheat/winter wheat,3,0.38,19.5,0,0.062,8,0.036,0,0,0,0,0,0,0.6503,0,0.61999
1993-04-29,wheat/winter wheat,3,0.38,19.3,0,0.061,8,0.035,0,0,0,0,0,0,0.67128,0,0.63898
1993-04-30,wheat/winter wheat,3,0.39,19.2,3.3,0.091,8,0.034,0,0,0,0,0,0,0.69965,0,0.66542
1993-05-01,wheat/winter wheat,3,0.81,18.6,0,0.066,8,0.032,0,0,0,0,0,0,0.69576,0,0.66265
1993-05-02,wheat/winter wheat,3,0.4,16.7,0.1,0.064,8,0.031,0,0,0,0,0,0,0.60891,0,0.58692
1993-05-03,wheat/winter wheat,3,0.38,11.2,0,0.064,9,0.03,0,0,0,0,0,0,0.37634,0,0.37321
1993-05-04,wheat/winter wheat,3,0.37,8.9,0,0.063,9,0.029,0,0,0,0,0,0,0.32176,0,0.31081
1993-05-05,wheat/winter wheat,3,0.36,8.7,0,0.062,9,0.028,0,0,0,0,0,0,0.32234,0,0.31209
1993-05-06,wheat/winter wheat,3,0.42,8.3,0.4,0.063,9,0.027,0,0,0,0,0,0,0.30971,0,0.30736
1993-05-07,wheat/winter wheat,3,0.38,14.9,0.3,0.063,9,0.026,0,0,0,0,0,0,0.58606,0,0.56533
1993-05-08,wheat/winter wheat,3,0.34,17.9,0,0.062,9,0.025,0,0,0,0,0,0,0.80628,0,0.77122
1993-05-09,wheat/winter wheat,3,0.32,18.7,0,0.06,9,0.024,0,0,0,0,0,0,0.91075,0,0.86873
1993-05-10,wheat/winter wheat,3,0.33,18.2,0,0.059,9,0.023,0,0,0,0,0,0,0.91038,0,0.87011
1993-05-11,wheat/winter wheat,3,0.3,19.7,0,0.057,10,0.023,0,0,0,0,0,0,1.09512,0,1.04331
1993-05-12,wheat/winter wheat,3,0.29,19.5,0,0.056,10,0.022,0,0,0,0,0,0,1.13026,0,1.07229
1993-05-13,wheat/winter wheat,3,0.32,19.6,0,0.055,10,0.021,0,0,0,0,0,0,1.19754,0,1.13554
1993-05-14,wheat/winter wheat,3,0.33,19.8,0,0.054,10,0.02,0,0,0,0,0,0,1.28298,0,1.21153
1993-05-15,wheat/winter wheat,3,0.34,16,0,0.053,10,0.02,0,0,0,0,0,0,0.93638,0,0.90406
1993-05-16,wheat/winter wheat,3,0.4,12.6,0.5,0.053,10,0.019,0,0,0,0,0,0,0.71357,0,0.69326
1993-05-17,wheat/winter wheat,3,0.35,14.2,0,0.052,11,0.018,0,0,0,0,0,0,0.86898,0,0.82738
1993-05-18,wheat/winter wheat,3,0.28,17,0,0.051,11,0.018,0,0,0,0,0,0,1.17539,0,1.11131
1993-05-19,wheat/winter wheat,4,0.27,20.4,0,0.05,11,0.017,0,0,0,0,0,0,1.78715,0,1.68376
1993-05-20,wheat/winter wheat,4,0.29,22.1,0,0.049,11,0.017,0,0,0,0,0,0,2.18571,0,2.05781
1993-05-21,wheat/winter wheat,4,0.37,19.2,8.6,0.129,11,0.016,0,0,0,0,0,0,1.71017,0,1.64808
1993-05-22,wheat/winter wheat,4,0.85,13.2,2.6,0.133,11,0.015,0,0,0,0,0,0,0.99354,0,0.98806
1993-05-23,wheat/winter wheat,4,0.83,15.2,0,0.109,12,0.015,0,0,0,0,0,0,1.23461,0,1.20591
1993-05-24,wheat/winter wheat,4,0.82,16,0,0.084,12,0.014,0,0,0,0,0,0,1.37406,0,1.32535
1993-05-25,wheat/winter wheat,4,0.64,17.2,0,0.068,12,0.014,0,0,0,0,0,0,1.58059,0,1.51144
1993-05-26,wheat/winter wheat,4,0.4,12.5,0,0.067,12,0.013,0,0,0,0,0,0,1.03452,0,1.01329
1993-05-27,wheat/winter wheat,4,0.51,10.7,7.1,0.131,12,0.013,0,0,0,0,0,0,0.88062,0,0.8734
1993-05-28,wheat/winter wheat,4,0.85,14,0.7,0.11,12,0.012,0,0,0,0,0,0,1.21133,0,1.18624
1993-05-29,wheat/winter wheat,4,0.82,11.5,0.1,0.084,12,0.012,0,0,0,0,0,0,0.97792,0,0.95783
1993-05-30,wheat/winter wheat,4,0.67,16.1,10.2,0.164,12,0.011,0,0,0,0,0,0,1.53391,0,1.46118
1993-05-31,wheat/winter wheat,4,0.76,14.7,2.3,0.146,12,0.011,0,0,0,0,0,0,1.35491,0,1.30309
1993-06-01,wheat/winter wheat,4,0.79,14.5,0,0.11,12,0.01,0,0,0,0,0,0,1.3414,0,1.28959
1993-06-02,wheat/winter wheat,4,0.82,16.3,0,0.083,12,0.01,0,0,0,0,0,0,1.5922,0,1.52441
1993-06-03,wheat/winter wheat,4,0.68,14.8,1.8,0.085,12,0.009,0,0,0,0,0,0,1.36035,0,1.33585
1993-06-04,wheat/winter wheat,5,0.58,15.4,0,0.067,12,0.009,0,0,0,0,0,0,1.58652,0,1.50444
1993-06-05,wheat/winter wheat,5,0.4,15.8,0,0.066,12,0.009,0,0,0,0,0,0,1.64829,0,1.55761
1993-06-06,wheat/winter wheat,5,0.4,18.1,0,0.065,12,0.008,0,0,0,0,0,0,1.99117,0,1.9118
1993-06-07,wheat/winter wheat,5,0.37,16.5,0,0.064,12,0.008,0,0,0,0,0,0,1.74219,0,1.65006
1993-06-08,wheat/winter wheat,5,0.39,16.8,0,0.062,12,0.008,0,0,0,0,0,0,1.77732,0,1.68818
1993-06-09,wheat/winter wheat,5,0.34,18.6,0,0.061,12,0.007,0,0,0,0,0,0,2.10366,0,1.9749
1993-06-10,wheat/winter wheat,5,0.3,22,0,0.06,12,0.007,0,0,0,0,0,0,2.85122,0,2.66496
1993-06-11,wheat/winter wheat,5,0.38,21.6,0,0.059,12,0.007,0,0,0,0,0,0,2.66509,0,2.55035
1993-06-12,wheat/winter wheat,5,0.45,14.1,32,0.271,12,0.006,10,0,0,0,0,0,1.29402,0,1.2862
1993-06-13,wheat/winter wheat,5,1.05,12.1,27.1,0.37,12,0.006,10,2.132,0,0,0,0,1.07003,0,1.06344
1993-06-14,wheat/winter wheat,5,0.84,13.2,0,0.255,12,0.006,10,9.732,0,0,0,0,1.19597,0,1.16176
1993-06-15,wheat/winter wheat,5,0.94,12.5,0.1,0.21,12,0.006,1.225,1.084,0,0,0,0,1.11109,0,1.07878
1993-06-16,wheat/winter wheat,5,0.93,12.5,0.4,0.182,12,0.005,0,0,0,0,0,0,1.09318,0,1.06639
1993-06-17,wheat/winter wheat,5,0.93,14.2,4.2,0.184,12,0.005,0,0,0,0,0,0,1.2667,0,1.22787
1993-06-18,wheat/winter wheat,5,0.92,14.8,0.5,0.155,12,0.005,0,0,0,0,0,0,1.31276,0,1.27969
1993-06-19,wheat/winter wheat,5,0.92,15,6.4,0.192,12,0.005,0,0,0,0,0,0,1.30421,0,1.28558
1993-06-20,wheat/winter wheat,5,0.93,14.4,7.5,0.213,12,0.005,1.743,0,0,0,0,0,1.23917,0,1.20086
1993-06-21,wheat/winter wheat,5,0.93,14,0,0.179,12,0.004,0,0,0,0,0,0,1.18952,0,1.1413
1993-06-22,wheat/winter wheat,5,0.91,14.4,0,0.155,12,0.004,0,0,0,0,0,0,1.2041,0,1.16493
1993-06-23,wheat/winter wheat,5,0.92,14.6,1,0.14,12,0.004,0,0,0,0,0,0,1.20096,0,1.16701
1993-06-24,wheat/winter wheat,5,0.94,11.7,5.6,0.162,12,0.004,0,0,0,0,0,0,0.91109,0,0.88382
1993-06-25,wheat/winter wheat,5,0.95,11.2,0.1,0.138,12,0.004,0,0,0,0,0,0,0.85414,0,0.83044
1993-06-26,wheat/winter wheat,5,0.93,11.6,0,0.122,12,0.004,0,0,0,0,0,0,0.86742,0,0.84587
1993-06-27,wheat/winter wheat,5,0.94,12.4,0.7,0.114,12,0.004,0,0,0,0,0,0,0.91102,0,0.89286
1993-06-28,wheat/winter wheat,5,0.94,13,2,0.115,12,0.003,0,0,0,0,0,0,0.95411,0,0.92523
1993-06-29,wheat/winter wheat,5,0.92,15.3,0,0.097,12,0.003,0,0,0,0,0,0,1.15972,0,1.11669
1993-06-30,wheat/winter wheat,5,0.91,14.6,0,0.074,12,0.003,0,0,0,0,0,0,1.07894,0,1.02801
1993-07-01,wheat/winter wheat,5,0.55,14.5,0,0.069,12,0.003,0,0,0,0,0,0,1.04265,0,0.99814
1993-07-02,wheat/winter wheat,5,0.45,18.4,0,0.068,12,0.003,0,0,0,0,0,0,1.47699,0,1.38807
1993-07-03,wheat/winter wheat,5,0.44,18.8,0,0.066,12,0.003,0,0,0,0,0,0,1.47299,0,1.40698
1993-07-04,wheat/winter wheat,5,0.44,19.9,0,0.065,12,0.003,0,0,0,0,0,0,1.57198,0,1.51692
1993-07-05,wheat/winter wheat,5,0.45,17.1,0.1,0.065,12,0.003,0,0,0,0,0,0,1.18166,0,1.14967
1993-07-06,wheat/winter wheat,5,0.43,13.3,14,0.2,12,0.003,0,0,0,0,0,0,0.81516,0,0.79547
1993-07-07,wheat/winter wheat,5,0.87,12.6,4.1,0.22,12,0.003,0.024,0,0,0,0,0,0.74861,0,0.72709
1993-07-08,wheat/winter wheat,5,0.85,14.2,0,0.196,12,0.003,0,0,0,0,0,0,0.84651,0,0.81701
1993-07-09,wheat/winter wheat,5,0.84,20.1,0,0.155,12,0.002,0,0,0,0,0,0,1.43784,0,1.35094
1993-07-10,wheat/winter wheat,5,0.85,17,0.8,0.143,12,0.002,0,0,0,0,0,0,1.02182,0,0.99223
1993-07-11,wheat/winter wheat,5,0.89,11.7,21,0.247,12,0.002,10,0,0,0,0,0,0.60096,0,0.59721
1993-07-12,wheat/winter wheat,5,0.84,12.5,2.7,0.23,12,0.002,2.586,0,0,0,0,0,0.6393,0,0.62214
1993-07-13,wheat/winter wheat,5,0.93,11.9,0.3,0.214,12,0.002,0,0,0,0,0,0,0.5885,0,0.5711
1993-07-14,wheat/winter wheat,5,0.91,14.5,0,0.193,12,0.002,0,0,0,0,0,0,0.72443,0,0.69892
1993-07-15,wheat/winter wheat,5,0.92,15,8,0.235,12,0.002,2.545,0.238,0,0,0,0,0.72084,0,0.7075
1993-07-16,wheat/winter wheat,5,0.93,16.5,4.6,0.226,12,0.002,3.333,2.574,0,0,0,0,0.81313,0,0.78295
1993-07-17,wheat/winter wheat,5,0.93,18,1.8,0.222,12,0.002,0.226,0.25,0,0,0,0,0.89624,0,0.86553
1993-07-18,wheat/winter wheat,5,0.92,17.1,0.3,0.201,12,0.002,0,0,0,0,0,0,0.80189,0,0.76997
1993-07-19,wheat/winter wheat,5,0.91,17.1,0.1,0.187,12,0.002,0,0,0,0,0,0,0.76154,0,0.74188
1993-07-20,wheat/winter wheat,5,0.91,16.8,2.4,0.191,12,0.002,0,0,0,0,0,0,0.71879,0,0.69496
1993-07-21,wheat/winter wheat,5,0.91,13.8,0.1,0.179,12,0.002,0,0,0,0,0,0,0.51934,0,0.50999
1993-07-22,wheat/winter wheat,5,0.9,14.7,0.4,0.162,12,0.002,0,0,0,0,0,0,0.55021,0,0.53121
1993-07-23,wheat/winter wheat,5,0.9,14.6,1.2,0.156,12,0.002,0,0,0,0,0,0,0.51915,0,0.50526
1993-07-24,wheat/winter wheat,5,0.89,18.2,6.7,0.203,12,0.002,0,0,0,0,0,0,0.69207,0,0.66988
1993-07-25,wheat/winter wheat,5,0.91,17.3,0.4,0.183,12,0.002,0,0,0,0,0,0,0.61314,0,0.59155
1993-07-26,wheat/winter wheat,5,0.9,13.8,2.3,0.186,12,0.002,0,0,0,0,0,0,0.42674,0,0.41286
1993-07-27,wheat/winter wheat,5,0.9,13.8,2.3,0.193,12,0.002,0,0,0,0,0,0,0.40605,0,0.39452
1993-07-28,wheat/winter wheat,5,0.9,16,0.5,0.183,12,0.001,0,0,0,0,0,0,0.47162,0,0.45917
1993-07-29,wheat/winter wheat,5,0.89,17.2,0,0.165,12,0.001,0,0,0,0,0,0,0.50398,0,0.48785
1993-07-30,wheat/winter wheat,5,0.88,22.8,0,0.14,12,0.001,0,0,0,0,0,0,0.80978,0,0.76915
1993-07-31,wheat/winter wheat,5,0.88,16.9,3.4,0.163,12,0.001,0,0,0,0,0,0,0.43769,0,0.42984
1993-08-01,wheat/winter wheat,5,0.87,15.5,0,0.145,12,0.001,0,0,0,0,0,0,0.37226,0,0.35967
1993-08-02,wheat/winter wheat,5,0.87,18.2,0.1,0.122,12,0.001,0,0,0,0,0,0,0.45488,0,0.43475
1993-08-03,wheat/winter wheat,5,0.86,20.8,1.6,0.114,12,0.001,0,0,0,0,0,0,0.54676,0,0.51998
1993-08-04,wheat/winter wheat,6,0.77,18.8,0,0.102,12,0.001,0,0,0,0,0,0,0.42666,0,0.41026
1993-08-05,wheat/winter wheat,6,0.79,17.4,0.1,0.098,12,0.001,0,0,0,0,0,0,0.34751,0,0.34127
1993-08-06,wheat/winter wheat,6,0.72,15.2,10.4,0.197,12,0.001,0,0,0,0,0,0,0.26501,0,0.25969
1993-08-07,wheat/winter wheat,6,0.74,15.6,0.3,0.194,12,0.001,0,0,0,0,0,0,0.25805,0,0.25086
1993-08-08,wheat/winter wheat,6,0.78,16.4,1.5,0.206,12,0.001,0,0,0,0,0,0,0.27456,0,0.26959
1993-08-09,wheat/winter wheat,6,0.75,16.7,2.2,0.223,12,0.001,0,0,0,0,0,0,0.28619,0,0.27696
1993-08-10,wheat/winter wheat,6,0.79,14.9,8.6,0.244,12,0.001,6.19,0,0,0,0,0,0.2397,0,0.23554
1993-08-11,wheat/winter wheat,6,0.75,13.8,0.8,0.236,12,0.001,0.873,0,0,0,0,0,0.22036,0,0.21334
1993-08-12,wheat/winter wheat,6,0.71,19.5,0,0.228,12,0.001,0.034,0,0,0,0,0,0.37043,0,0.35634
1993-08-13,wheat/winter wheat,6,0.86,15.5,0.1,0.222,12,0.001,0,0,0,0,0,0,0.25786,0,0.24861
1993-08-14,wheat/winter wheat,6,0.84,16.8,0,0.215,12,0.001,0,0,0,0,0,0,0.29255,0,0.27947
1993-08-15,wheat/winter wheat,6,0.83,21.6,0,0.208,12,0.001,0,0,0,0,0,0,0.45012,0,0.43047
1993-08-16,wheat/winter wheat,6,0.83,21.1,0,0.201,12,0.001,0,0,0,0,0,0,0.45012,0,0.43047
1993-08-17,,0,0.89,16.5,0,0.169,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-18,,0,0.87,13.8,0,0.143,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-19,,0,0.85,14.1,0,0.122,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-20,,0,0.84,16.8,0,0.094,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-21,,0,0.76,16.5,0,0.066,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-22,,0,0.2,14.7,2.3,0.087,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-23,,0,0.63,12.7,0.1,0.069,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-24,,0,0.2,12.9,0,0.068,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-25,,0,0.2,12.5,0,0.066,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-26,,0,0.06,12.3,10.5,0.17,0,0.001,0,0,0,0,0,0,0,0,0
1993-08-27,,0,0.73,11.3,8.6,0.227,0,0.001,1.368,0,0,0,0,0,0,0,0
1993-08-28,,0,0.76,11.5,0,0.205,0,0.001,0,0,0,0,0,0,0,0,0
