"daily"
Date;Crop;Stage;AbBiom;OrgBiom/Leaf;OrgBiom/Fruit;Yield;LAI;Precip;Mois_1;Mois_2;Mois_3;Mois_1;Mois_2;Mois_3;SOC_1;SOC_2;SOC_3;Tavg;Globrad;actammoxrate_1;actammoxrate_2;actammoxrate_3;actnitrate_1;actnitrate_2;actnitrate_3;actdenitrate_1;actdenitrate_2;actdenitrate_3;NH4_1;NH4_2;NH4_3;NO2_1;NO2_2;NO2_3;NO3_1;NO3_2;NO3_3;N2O
1991-01-10;;0;0;0;0;0;0;0;0.08;0.189;0.214;0.08;0.189;0.214;0.008;0.008;0.008;-0.1;4.79;0;0;0;0;0;0;8.2e-05;0;0;0.000262;0.000366;0.000398;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-11;;0;0;0;0;0;0;0;0.08;0.189;0.214;0.08;0.189;0.214;0.008;0.008;0.008;-3.2;3.77;0;0;0;0;0;0;8.2e-05;0;0;0.000262;0.000381;0.000419;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-12;;0;0;0;0;0;0;0;0.072;0.185;0.213;0.072;0.185;0.213;0.008;0.008;0.008;1;1.94;0;0;0;0;0;0;8.2e-05;0;0;0.000262;0.000393;0.000437;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-13;;0;0;0;0;0;0;1;0.083;0.185;0.213;0.083;0.185;0.213;0.008;0.008;0.008;-1;0.72;0;0;0;0;0;0;8.2e-05;0;0;0.000262;0.000404;0.000452;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-14;;0;0;0;0;0;0;0;0.071;0.18;0.21;0.071;0.18;0.21;0.008;0.008;0.008;3.6;0.72;0;0;0;0;0;0;8.2e-05;0;0;0.000261;0.000412;0.000466;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-15;;0;0;0;0;0;0;0;0.069;0.174;0.208;0.069;0.174;0.208;0.008;0.008;0.008;5.7;0.72;0;0;0;0;0;0;8.2e-05;0;0;0.000261;0.000423;0.00048;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-16;;0;0;0;0;0;0;1;0.078;0.169;0.206;0.078;0.169;0.206;0.008;0.008;0.008;4.6;0.72;0;0;0;0;0;0;8.2e-05;0;0;0.000261;0.000437;0.000495;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-17;;0;0;0;0;0;0;0;0.071;0.166;0.204;0.071;0.166;0.204;0.008;0.008;0.008;2.8;5.36;0;0;0;0;0;0;8.2e-05;0;0;0.000261;0.00045;0.000511;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-18;;0;0;0;0;0;0;3;0.099;0.161;0.202;0.099;0.161;0.202;0.008;0.008;0.008;2.8;0.72;0;0;0;0;0;0;8.2e-05;0;0;0.000269;0.000463;0.000526;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-19;;0;0;0;0;0;0;12;0.201;0.161;0.2;0.201;0.161;0.2;0.008;0.008;0.008;4.4;0.72;0;0;0;0;0;0;8.2e-05;0;0;0.000281;0.000476;0.000541;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-20;;0;0;0;0;0;0;0;0.183;0.161;0.199;0.183;0.161;0.199;0.008;0.008;0.008;-0.4;1.03;0;0;0;0;0;0;8.2e-05;0;0;0.000288;0.000487;0.000556;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-21;;0;0;0;0;0;0;0;0.183;0.161;0.199;0.183;0.161;0.199;0.008;0.008;0.008;-6.2;2.6;0;0;0;0;0;0;8.2e-05;0;0;0.000288;0.000495;0.000568;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-22;;0;0;0;0;0;0;0;0.178;0.16;0.198;0.178;0.16;0.198;0.008;0.008;0.008;-7.5;5.79;0;0;0;0;0;0;8.2e-05;0;0;0.000288;0.000498;0.000578;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-23;;0;0;0;0;0;0;0;0.171;0.16;0.197;0.171;0.16;0.197;0.008;0.008;0.008;-8.2;3.68;0;0;0;0;0;0;8.2e-05;0;0;0.000288;0.000499;0.000584;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-24;;0;0;0;0;0;0;0;0.165;0.16;0.197;0.165;0.16;0.197;0.008;0.008;0.008;-6.9;3.54;0;0;0;0;0;0;8.2e-05;0;0;0.000288;0.000499;0.000589;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-25;;0;0;0;0;0;0;0;0.164;0.16;0.197;0.164;0.16;0.197;0.008;0.008;0.008;-7.5;0.79;0;0;0;0;0;0;8.2e-05;0;0;0.000288;0.000499;0.000592;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-26;;0;0;0;0;0;0;0;0.158;0.159;0.196;0.158;0.159;0.196;0.008;0.008;0.008;-4.3;0.79;0;0;0;0;0;0;8.2e-05;0;0;0.000287;0.000499;0.000593;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-27;;0;0;0;0;0;0;0;0.151;0.157;0.196;0.151;0.157;0.196;0.008;0.008;0.008;0;0.79;0;0;0;0;0;0;8.2e-05;0;0;0.000287;0.000499;0.000595;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-28;;0;0;0;0;0;0;0;0.141;0.155;0.195;0.141;0.155;0.195;0.008;0.008;0.008;-1.2;0.79;0;0;0;0;0;0;8.2e-05;0;0;0.000287;0.000499;0.000597;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-29;;0;0;0;0;0;0;0;0.132;0.153;0.194;0.132;0.153;0.194;0.008;0.008;0.008;-0.3;0.79;0;0;0;0;0;0;8.2e-05;0;0;0.000287;0.0005;0.0006;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-30;;0;0;0;0;0;0;0;0.126;0.152;0.193;0.126;0.152;0.193;0.008;0.008;0.008;-0.1;2.24;0;0;0;0;0;0;8.2e-05;0;0;0.000287;0.000501;0.000603;0.001;0.001;0.001;8.2e-05;0;0;0
1991-01-31;;0;0;0;0;0;0;0;0.12;0.151;0.192;0.12;0.151;0.192;0.008;0.008;0.008;-2.1;0.79;0;0;0;0;0;0;8.2e-05;0;0;0.000287;0.000502;0.000606;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-01;;0;0;0;0;0;0;0;0.111;0.149;0.192;0.111;0.149;0.192;0.008;0.008;0.008;-1.5;0.86;0;0;0;0;0;0;8.2e-05;0;0;0.000286;0.000503;0.000609;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-02;;0;0;0;0;0;0;1;0.122;0.149;0.192;0.122;0.149;0.192;0.008;0.008;0.008;-1.3;0.86;0;0;0;0;0;0;8.2e-05;0;0;0.000286;0.000503;0.000612;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-03;;0;0;0;0;0;0;6;0.183;0.149;0.192;0.183;0.149;0.192;0.008;0.008;0.008;1.2;1.78;0;0;0;0;0;0;8.2e-05;0;0;0.000286;0.000504;0.000615;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-04;;0;0;0;0;0;0;0;0.163;0.148;0.19;0.163;0.148;0.19;0.008;0.008;0.008;1.9;5.14;0;0;0;0;0;0;8.2e-05;0;0;0.000287;0.000506;0.000618;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-05;;0;0;0;0;0;0;1;0.174;0.148;0.19;0.174;0.148;0.19;0.008;0.008;0.008;1.3;0.86;0;0;0;0;0;0;8.2e-05;0;0;0.000289;0.000509;0.000622;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-06;;0;0;0;0;0;0;1;0.175;0.148;0.189;0.175;0.148;0.189;0.008;0.008;0.008;2.1;0.86;0;0;0;0;0;0;8.2e-05;0;0;0.000293;0.000513;0.000627;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-07;;0;0;0;0;0;0;0;0.148;0.147;0.186;0.148;0.147;0.186;0.008;0.008;0.008;6.3;2.54;0;0;0;0;0;0;8.2e-05;0;0;0.000305;0.000521;0.000634;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-08;;0;0;0;0;0;0;0;0.132;0.144;0.185;0.132;0.144;0.185;0.008;0.008;0.0079;3.7;0.86;0;0;0;0;0;0;8.2e-05;0;0;0.000317;0.00053;0.000644;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-09;;0;0;0;0;0;0;0;0.117;0.141;0.183;0.117;0.141;0.183;0.008;0.008;0.0079;1.9;3.97;0;0;0;0;0;0;8.2e-05;0;0;0.000328;0.000541;0.000654;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-10;;0;0;0;0;0;0;1;0.114;0.137;0.182;0.114;0.137;0.182;0.008;0.008;0.0079;3.4;2.71;0;0;0;0;0;0;8.2e-05;0;0;0.000339;0.000552;0.000665;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-11;;0;0;0;0;0;0;4;0.138;0.137;0.18;0.138;0.137;0.18;0.008;0.008;0.0079;2.5;0.92;0;0;0;0;0;0;8.2e-05;0;0;0.00035;0.000563;0.000677;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-12;;0;0;0;0;0;0;0;0.13;0.135;0.18;0.13;0.135;0.18;0.008;0.008;0.0079;4.4;1.68;0;0;0;0;0;0;8.2e-05;0;0;0.000362;0.000575;0.00069;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-13;;0;0;0;0;0;0;2;0.132;0.132;0.178;0.132;0.132;0.178;0.008;0.008;0.0079;6.6;0.92;0;0;0;0;0;0;8.2e-05;0;0;0.00038;0.000589;0.000704;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-14;;0;0;0;0;0;0;3;0.144;0.131;0.176;0.144;0.131;0.176;0.008;0.008;0.0079;2.8;3.4;0;0;0;0;0;0;8.2e-05;0;0;0.000395;0.000604;0.000719;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-15;;0;0;0;0;0;0;1;0.134;0.131;0.174;0.134;0.131;0.174;0.008;0.008;0.0079;4;0.92;0;0;0;0;0;0;8.2e-05;0;0;0.000409;0.000618;0.000734;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-16;;0;0;0;0;0;0;2;0.154;0.131;0.174;0.154;0.131;0.174;0.008;0.008;0.0079;1.4;1.4;0;0;0;0;0;0;8.2e-05;0;0;0.000421;0.000631;0.000749;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-17;;0;0;0;0;0;0;1;0.165;0.131;0.174;0.165;0.131;0.174;0.008;0.008;0.0079;-1.8;4.74;0;0;0;0;0;0;8.2e-05;0;0;0.000429;0.000642;0.000762;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-18;;0;0;0;0;0;0;0;0.165;0.131;0.174;0.165;0.131;0.174;0.008;0.0079;0.0079;-3.1;5.31;0;0;0;0;0;0;8.2e-05;0;0;0.000432;0.00065;0.000774;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-19;;0;0;0;0;0;0;1;0.176;0.131;0.174;0.176;0.131;0.174;0.008;0.0079;0.0079;-0.7;0.92;0;0;0;0;0;0;8.2e-05;0;0;0.000432;0.000655;0.000784;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-20;;0;0;0;0;0;0;0;0.176;0.131;0.174;0.176;0.131;0.174;0.008;0.0079;0.0079;-1.2;2.16;0;0;0;0;0;0;8.2e-05;0;0;0.000433;0.00066;0.000792;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-21;;0;0;0;0;0;0;0;0.159;0.13;0.172;0.159;0.13;0.172;0.008;0.0079;0.0079;1.3;1.64;0;0;0;0;0;0;8.2e-05;0;0;0.000433;0.000664;0.000799;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-22;;0;0;0;0;0;0;2;0.162;0.13;0.171;0.162;0.13;0.171;0.008;0.0079;0.0079;3.1;2.45;0;0;0;0;0;0;8.2e-05;0;0;0.000438;0.000669;0.000806;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-23;;0;0;0;0;0;0;0;0.135;0.129;0.168;0.135;0.129;0.168;0.008;0.0079;0.0079;4.8;3.5;0;0;0;0;0;0;8.2e-05;0;0;0.000448;0.000677;0.000814;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-24;;0;0;0;0;0;0;0;0.118;0.126;0.166;0.118;0.126;0.166;0.008;0.0079;0.0079;3.5;7.34;0;0;0;0;0;0;8.2e-05;0;0;0.00046;0.000687;0.000824;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-25;;0;0;0;0;0;0;0;0.115;0.125;0.166;0.115;0.125;0.166;0.008;0.0079;0.0079;3.7;1.64;0;0;0;0;0;0;8.2e-05;0;0;0.000472;0.000698;0.000836;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-26;;0;0;0;0;0;0;0;0.107;0.123;0.165;0.107;0.123;0.165;0.008;0.0079;0.0079;2.5;3.97;0;0;0;0;0;0;8.2e-05;0;0;0.000482;0.000709;0.000848;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-27;;0;0;0;0;0;0;0;0.092;0.12;0.164;0.092;0.12;0.164;0.008;0.0079;0.0079;4.3;6.64;0;0;0;0;0;0;8.2e-05;0;0;0.000492;0.000722;0.000861;0.001;0.001;0.001;8.2e-05;0;0;0
1991-02-28;;0;0;0;0;0;0;0;0.087;0.118;0.163;0.087;0.118;0.163;0.008;0.0079;0.0079;1.1;6.99;0;0;0;0;0;0;8.2e-05;0;0;0.000492;0.000733;0.000874;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-01;;0;0;0;0;0;0;0;0.073;0.114;0.161;0.073;0.114;0.161;0.008;0.0079;0.0079;6.8;4.08;0;0;0;0;0;0;8.2e-05;0;0;0.000491;0.000746;0.000888;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-02;;0;0;0;0;0;0;0;0.069;0.11;0.159;0.069;0.11;0.159;0.008;0.0079;0.0079;8;13.75;0;0;0;0;0;0;8.2e-05;0;0;0.000491;0.000763;0.000905;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-03;;0;0;0;0;0;0;1;0.078;0.106;0.158;0.078;0.106;0.158;0.008;0.0079;0.0079;6.9;8.12;0;0;0;0;0;0;8.2e-05;0;0;0.00049;0.000783;0.000924;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-04;;0;0;0;0;0;0;0;0.067;0.1;0.155;0.067;0.1;0.155;0.008;0.0079;0.0079;5.5;2.9;0;0;0;0;0;0;8.2e-05;0;0;0.000489;0.000802;0.000945;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-05;;0;0;0;0;0;0;0;0.066;0.096;0.153;0.066;0.096;0.153;0.008;0.0079;0.0079;6.9;12.65;0;0;0;0;0;0;8.2e-05;0;0;0.000489;0.00082;0.000967;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-06;;0;0;0;0;0;0;0;0.065;0.092;0.151;0.065;0.092;0.151;0.008;0.0079;0.0079;7.5;21.85;0;0;0;0;0;0;8.2e-05;0;0;0.000488;0.000839;0.000992;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-07;;0;0;0;0;0;0;1;0.074;0.089;0.15;0.074;0.089;0.15;0.008;0.0079;0.0079;5;3.45;0;0;0;0;0;0;8.2e-05;0;0;0.000488;0.000839;0.001017;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-08;;0;0;0;0;0;0;0;0.07;0.086;0.148;0.07;0.086;0.148;0.008;0.0079;0.0079;6;2.35;0;0;0;0;0;0;8.2e-05;0;0;0.000487;0.000839;0.001042;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-09;;0;0;0;0;0;0;0;0.069;0.084;0.147;0.069;0.084;0.147;0.008;0.0079;0.0079;5.7;12.79;0;0;0;0;0;0;8.2e-05;0;0;0.000486;0.000839;0.001066;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-10;;0;0;0;0;0;0;0;0.068;0.082;0.145;0.068;0.082;0.145;0.008;0.0079;0.0079;4.5;13.2;0;0;0;0;0;0;8.2e-05;0;0;0.000486;0.000839;0.001091;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-11;;0;0;0;0;0;0;0;0.067;0.08;0.143;0.067;0.08;0.143;0.008;0.0079;0.0079;4.7;13.48;0;0;0;0;0;0;8.2e-05;0;0;0.000485;0.000839;0.001116;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-12;;0;0;0;0;0;0;2;0.086;0.08;0.142;0.086;0.08;0.142;0.008;0.0079;0.0079;4;7.66;0;0;0;0;0;0;8.2e-05;0;0;0.000485;0.000839;0.001139;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-13;;0;0;0;0;0;0;14;0.214;0.08;0.14;0.214;0.08;0.14;0.008;0.0079;0.0079;3.1;3.23;0;0;0;0;0;0;8.2e-05;0;0;0.000503;0.000839;0.001161;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-14;;0;0;0;0;0;0;3;0.217;0.084;0.138;0.217;0.084;0.138;0.008;0.0079;0.0079;2.8;3.23;0;0;0;0;0;0;8.2e-05;0;0;0.000519;0.000839;0.001182;0.001;0.001;0.001;8.1e-05;1e-06;0;0
1991-03-15;;0;0;0;0;0;0;1;0.228;0.084;0.138;0.228;0.084;0.138;0.008;0.0079;0.0079;1.1;14.94;0;0;0;0;0;0;8.1e-05;1e-06;0;0.000531;0.000839;0.0012;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-16;;0;0;0;0;0;0;2;0.241;0.091;0.138;0.241;0.091;0.138;0.008;0.0079;0.0079;0.4;7.03;0;0;0;0;0;0;8.2e-05;0;0;0.00054;0.000848;0.001217;0.001;0.001;0.001;8e-05;2e-06;0;0
1991-03-17;;0;0;0;0;0;0;0;0.217;0.093;0.136;0.217;0.093;0.136;0.008;0.0079;0.0079;2.5;13.52;0;0;0;0;0;0;8e-05;2e-06;0;0.000546;0.000856;0.001231;0.001;0.001;0.001;8.1e-05;1e-06;0;0
1991-03-18;;0;0;0;0;0;0;0;0.204;0.093;0.135;0.204;0.093;0.135;0.008;0.0079;0.0079;2.3;4.34;0;0;0;0;0;0;8.1e-05;1e-06;0;0.000553;0.000863;0.001244;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-19;;0;0;0;0;0;0;0;0.185;0.093;0.133;0.185;0.093;0.133;0.008;0.0079;0.0079;6.8;10.67;0;0;0;0;0;0;8.2e-05;0;0;0.000569;0.000873;0.001258;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-20;;0;0;0;0;0;0;1;0.174;0.092;0.131;0.174;0.092;0.131;0.008;0.0079;0.0079;4.7;10.2;0;0;0;0;0;0;8.2e-05;0;0;0.000588;0.000884;0.001273;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-21;;0;0;0;0;0;0;12;0.228;0.14;0.131;0.228;0.14;0.131;0.008;0.0079;0.0079;6.1;3.07;0;0;0;0;0;0;8.2e-05;0;0;0.000609;0.000901;0.001289;0.001;0.001;0.001;6.4e-05;1.9e-05;0;0
1991-03-22;;0;0;0;0;0;0;6;0.228;0.183;0.131;0.228;0.183;0.131;0.0079;0.0079;0.0079;8.3;3.96;0;0;0;0;0;0;6.4e-05;1.9e-05;0;0.000634;0.000923;0.001307;0.001;0.001;0.001;6.6e-05;1.6e-05;0;0
1991-03-23;;0;0;0;0;0;0;5;0.217;0.211;0.13;0.217;0.211;0.13;0.0079;0.0079;0.0079;5.5;6.94;0;0;0;0;0;0;6.6e-05;1.6e-05;0;0.000659;0.000946;0.001326;0.001;0.001;0.001;6.9e-05;1.3e-05;0;0
1991-03-24;;0;0;0;0;0;0;1;0.219;0.211;0.13;0.219;0.211;0.13;0.0079;0.0079;0.0079;3.7;0.941;0;0;0;0;0;0;6.9e-05;1.3e-05;0;0.000679;0.000967;0.001345;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-25;;0;0;0;0;0;0;0;0.203;0.207;0.13;0.203;0.207;0.13;0.0079;0.0079;0.0079;2.7;6.982;0;0;0;0;0;0;8.2e-05;0;0;0.000695;0.000987;0.001363;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-26;;0;0;0;0;0;0;6.3;0.228;0.226;0.13;0.228;0.226;0.13;0.0079;0.0079;0.0079;2.1;1.657;0;0;0;0;0;0;8.2e-05;0;0;0.000707;0.001004;0.00138;0.001;0.001;0.001;7.3e-05;9e-06;0;0
1991-03-27;;0;0;0;0;0;0;0.2;0.213;0.223;0.13;0.213;0.223;0.13;0.0079;0.0079;0.0079;3.5;7.5;0;0;0;0;0;0;7.3e-05;9e-06;0;0.000721;0.00102;0.001396;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-28;;0;0;0;0;0;0;1.4;0.213;0.219;0.13;0.213;0.219;0.13;0.0079;0.0079;0.0079;2.5;6.195;0;0;0;0;0;0;8.2e-05;0;0;0.000734;0.001035;0.001411;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-29;;0;0;0;0;0;0;3.2;0.222;0.22;0.13;0.222;0.22;0.13;0.0079;0.0079;0.0079;1.9;7.76;0;0;0;0;0;0;8.2e-05;0;0;0.000745;0.00105;0.001426;0.001;0.001;0.001;8e-05;2e-06;0;0
1991-03-30;;0;0;0;0;0;0;0.7;0.229;0.22;0.13;0.229;0.22;0.13;0.0079;0.0079;0.0079;1.5;8.971;0;0;0;0;0;0;8e-05;2e-06;0;0.000755;0.001063;0.00144;0.001;0.001;0.001;8.2e-05;0;0;0
1991-03-31;;0;0;0;0;0;0;0;0.214;0.217;0.13;0.214;0.217;0.13;0.0079;0.0079;0.0079;1.2;11.857;0;0;0;0;0;0;8.2e-05;0;0;0.000763;0.001075;0.001452;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-01;;0;0;0;0;0;0;0;0.188;0.211;0.129;0.188;0.211;0.129;0.0079;0.0079;0.0079;5.6;17.459;0;0;0;0;0;0;8.2e-05;0;0;0.000782;0.001091;0.001466;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-02;;0;0;0;0;0;0;2.6;0.185;0.205;0.129;0.185;0.205;0.129;0.0079;0.0079;0.0079;7.4;11.068;0;0;0;0;0;0;8.2e-05;0;0;0.000808;0.001112;0.001482;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-03;;0;0;0;0;0;0;0;0.16;0.199;0.129;0.16;0.199;0.129;0.0079;0.0079;0.0079;7.2;17.325;0;0;0;0;0;0;8.2e-05;0;0;0.000839;0.001138;0.001502;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-04;;0;0;0;0;0;0;0;0.141;0.195;0.129;0.141;0.195;0.129;0.0079;0.0079;0.0079;5.9;13.225;0;0;0;0;0;0;8.2e-05;0;0;0.000866;0.001165;0.001523;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-05;;0;0;0;0;0;0;0;0.122;0.19;0.128;0.122;0.19;0.128;0.0079;0.0079;0.0079;5.3;12.408;0;0;0;0;0;0;8.2e-05;0;0;0.000889;0.001191;0.001545;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-06;;0;0;0;0;0;0;0;0.106;0.187;0.128;0.106;0.187;0.128;0.0079;0.0079;0.0079;3.7;11.725;0;0;0;0;0;0;8.2e-05;0;0;0.000906;0.001215;0.001566;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-07;;0;0;0;0;0;0;0.1;0.093;0.183;0.128;0.093;0.183;0.128;0.0079;0.0079;0.0079;4.1;8.571;0;0;0;0;0;0;8.2e-05;0;0;0.000918;0.001236;0.001587;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-08;;0;0;0;0;0;0;0;0.081;0.18;0.128;0.081;0.18;0.128;0.0079;0.0079;0.0079;6.7;12.082;0;0;0;0;0;0;8.2e-05;0;0;0.000917;0.001259;0.001607;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-09;;0;0;0;0;0;0;0;0.074;0.177;0.128;0.074;0.177;0.128;0.0079;0.0079;0.0079;7.2;13.904;0;0;0;0;0;0;8.2e-05;0;0;0.000916;0.001284;0.001628;0.001;0.001;0.001;8.2e-05;0;0;0
1991-04-10;;0;0;0;0;0;0;0;0.069;0.173;0.128;0.069;0.173;0.128;0.0079;0.0079;0.0079;5.8;18.94;0;0;0;0;0;0;8.2e-05;0;0;0.000915;0.001311;0.001651;0.001;0.001;0.001;8.2e-05;0;0;0
