"daily"
Date,Crop,Stage,Kc,Irrig,ETa/ETc,AbBiom,OrgBiom/Leaf,OrgBiom/Fruit,Yield,LAI,Precip,Mois_1,Mois_2,Mois_3,Mois,SOC_1,SOC_2,SOC_3,Tavg,Globrad
1991-01-28,,0,0.75,0,0.97,0,0,0,0,0,0,0.218,0.234,0.236,0.229445,0.007884,0.007883,0.007882,-1.2,0.79
1991-01-29,,0,0.75,0,0.96,0,0,0,0,0,0,0.215,0.234,0.236,0.22805,0.007884,0.007883,0.007882,-0.3,0.79
1991-01-30,,0,0.75,0,0.96,0,0,0,0,0,0,0.213,0.233,0.235,0.22711,0.007884,0.007883,0.007882,-0.1,2.24
1991-01-31,,0,0.75,0,0.96,0,0,0,0,0,0,0.21,0.233,0.235,0.22605,0.007884,0.007883,0.007882,-2.1,0.79
1991-02-01,,0,0.75,0,0.96,0,0,0,0,0,0,0.207,0.232,0.235,0.224642,0.007884,0.007883,0.007882,-1.5,0.86
1991-02-02,,0,0.75,0,0,0,0,0,0,0,1,0.218,0.232,0.235,0.228276,0.007884,0.007883,0.007882,-1.3,0.86
1991-02-03,,0,0.75,0,0,0,0,0,0,0,6,0.279,0.232,0.235,0.248626,0.007884,0.007883,0.007882,1.2,1.78
1991-02-04,,0,0.75,0,0.83,0,0,0,0,0,0,0.272,0.232,0.234,0.245853,0.007884,0.007883,0.007882,1.9,5.14
1991-02-05,,0,0.75,0,0,0,0,0,0,0,1,0.282,0.232,0.234,0.249235,0.007884,0.007883,0.007882,1.3,0.86
1991-02-06,,0,0.75,0,0.83,0,0,0,0,0,1,0.288,0.232,0.234,0.251324,0.007884,0.007883,0.007882,2.1,0.86
1991-02-07,,0,0.75,0,0.83,0,0,0,0,0,0,0.279,0.232,0.233,0.247683,0.007884,0.007883,0.007882,6.3,2.54
1991-02-08,,0,0.75,0,0.91,0,0,0,0,0,0,0.238,0.264,0.233,0.245184,0.007884,0.007883,0.007882,3.7,0.86
1991-02-09,,0,0.75,0,0.91,0,0,0,0,0,0,0.233,0.264,0.233,0.243294,0.007884,0.007883,0.007882,1.9,3.97
1991-02-10,,0,0.75,0,0.91,0,0,0,0,0,1,0.235,0.267,0.233,0.244637,0.007884,0.007883,0.007882,3.4,2.71
1991-02-11,,0,0.75,0,0.91,0,0,0,0,0,4,0.239,0.296,0.233,0.255963,0.007884,0.007883,0.007882,2.5,0.92
1991-02-12,,0,0.75,0,0.91,0,0,0,0,0,0,0.235,0.297,0.233,0.254597,0.007884,0.007883,0.007882,4.4,1.68
1991-02-13,,0,0.75,0,0.97,0,0,0,0,0,2,0.236,0.244,0.295,0.258586,0.007883,0.007883,0.007882,6.6,0.92
1991-02-14,,0,0.75,0,0.97,0,0,0,0,0,3,0.238,0.242,0.318,0.26595,0.007883,0.007882,0.007882,2.8,3.4
1991-02-15,,0,0.75,0,0.97,0,0,0,0,0,1,0.234,0.24,0.325,0.266121,0.007883,0.007882,0.007882,4,0.92
1991-02-16,,0,0.75,0,0,0,0,0,0,0,2,0.242,0.242,0.335,0.272865,0.007883,0.007882,0.007881,1.4,1.4
1991-02-17,,0,0.75,0,0,0,0,0,0,0,1,0.242,0.242,0.346,0.276548,0.007883,0.007882,0.007881,-1.8,4.74
1991-02-18,,0,0.75,0,0,0,0,0,0,0,0,0.239,0.24,0.35,0.276548,0.007883,0.007882,0.007881,-3.1,5.31
1991-02-19,,0,0.75,0,0,0,0,0,0,0,1,0.241,0.241,0.358,0.280125,0.007883,0.007882,0.007881,-0.7,0.92
1991-02-20,,0,0.75,0,0,0,0,0,0,0,0,0.239,0.24,0.362,0.280125,0.007883,0.007882,0.007881,-1.2,2.16
1991-02-21,,0,0.75,0,0.97,0,0,0,0,0,0,0.233,0.238,0.364,0.278019,0.007883,0.007882,0.007881,1.3,1.64
1991-02-22,,0,0.75,0,0.97,0,0,0,0,0,2,0.236,0.24,0.37,0.281931,0.007883,0.007882,0.007881,3.1,2.45
1991-02-23,,0,0.75,0,0.97,0,0,0,0,0,0,0.225,0.236,0.371,0.277502,0.007883,0.007882,0.007881,4.8,3.5
1991-02-24,,0,0.75,0,0.96,0,0,0,0,0,0,0.219,0.234,0.271,0.24124,0.007883,0.007882,0.007881,3.5,7.34
1991-02-25,,0,0.75,0,0.96,0,0,0,0,0,0,0.216,0.234,0.244,0.231009,0.007883,0.007882,0.007881,3.7,1.64
1991-02-26,,0,0.75,0,0.96,0,0,0,0,0,0,0.212,0.233,0.239,0.227907,0.007882,0.007882,0.007881,2.5,3.97
1991-02-27,,0,0.75,0,0.96,0,0,0,0,0,0,0.206,0.231,0.237,0.224836,0.007882,0.007881,0.007881,4.3,6.64
1991-02-28,,0,0.75,0,0.96,0,0,0,0,0,0,0.203,0.231,0.236,0.22321,0.007882,0.007881,0.007881,1.1,6.99
1991-03-01,,0,0.75,0,0.96,0,0,0,0,0,0,0.194,0.229,0.235,0.219236,0.007882,0.007881,0.007881,6.8,4.08
1991-03-02,,0,0.75,0,0.95,0,0,0,0,0,0,0.184,0.227,0.234,0.215074,0.007882,0.007881,0.007881,8,13.75
1991-03-03,,0,0.75,0,0.95,0,0,0,0,0,1,0.185,0.224,0.233,0.214109,0.007881,0.007881,0.00788,6.9,8.12
1991-03-04,,0,0.75,0,0.95,0,0,0,0,0,0,0.175,0.222,0.232,0.209655,0.007881,0.007881,0.00788,5.5,2.9
1991-03-05,,0,0.75,0,0.94,0,0,0,0,0,0,0.163,0.22,0.231,0.204719,0.007881,0.00788,0.00788,6.9,12.65
1991-03-06,,0,0.75,0,0.93,0,0,0,0,0,0,0.151,0.217,0.23,0.199231,0.007881,0.00788,0.00788,7.5,21.85
1991-03-07,,0,0.75,0,0.93,0,0,0,0,0,1,0.154,0.215,0.229,0.199587,0.007881,0.00788,0.00788,5,3.45
1991-03-08,,0,0.75,0,0.93,0,0,0,0,0,0,0.149,0.214,0.229,0.19717,0.00788,0.00788,0.007879,6,2.35
1991-03-09,,0,0.75,0,0.92,0,0,0,0,0,0,0.14,0.212,0.228,0.192986,0.00788,0.007879,0.007879,5.7,12.79
1991-03-10,,0,0.75,0,0.92,0,0,0,0,0,0,0.128,0.209,0.227,0.187997,0.00788,0.007879,0.007879,4.5,13.2
1991-03-11,,0,0.75,0,0.91,0,0,0,0,0,0,0.119,0.207,0.226,0.184009,0.00788,0.007879,0.007879,4.7,13.48
1991-03-12,,0,0.75,0,0.91,0,0,0,0,0,2,0.131,0.205,0.225,0.186844,0.00788,0.007879,0.007878,4,7.66
1991-03-13,,0,0.75,0,0.71,0,0,0,0,0,14,0.238,0.232,0.225,0.231415,0.00788,0.007878,0.007878,3.1,3.23
1991-03-14,,0,0.75,0,0.9,0,0,0,0,0,3,0.236,0.241,0.237,0.238076,0.007879,0.007878,0.007878,2.8,3.23
1991-03-15,,0,0.75,0,0,0,0,0,0,0,1,0.241,0.241,0.24,0.240282,0.007879,0.007878,0.007878,1.1,14.94
1991-03-16,,0,0.75,0,0,0,0,0,0,0,2,0.243,0.243,0.242,0.242857,0.007879,0.007878,0.007878,0.4,7.03
1991-03-17,,0,0.75,0,0.97,0,0,0,0,0,0,0.227,0.238,0.24,0.23505,0.007879,0.007878,0.007878,2.5,13.52
1991-03-18,,0,0.75,0,0.97,0,0,0,0,0,0,0.222,0.236,0.238,0.231846,0.007879,0.007878,0.007877,2.3,4.34
1991-03-19,,0,0.75,0,0.97,0,0,0,0,0,0,0.213,0.234,0.236,0.227681,0.007879,0.007878,0.007877,6.8,10.67
1991-03-20,,0,0.75,0,0.96,0,0,0,0,0,1,0.214,0.232,0.235,0.226864,0.007879,0.007877,0.007877,4.7,10.2
1991-03-21,,0,0.75,0,0.95,0,0,0,0,0,12,0.24,0.244,0.245,0.243022,0.007879,0.007877,0.007877,6.1,3.07
1991-03-22,,0,0.75,0,0.97,0,0,0,0,0,6,0.239,0.244,0.245,0.242444,0.007878,0.007877,0.007877,8.3,3.96
1991-03-23,,0,0.75,0,0.97,0,0,0,0,0,5,0.233,0.242,0.244,0.239824,0.007878,0.007877,0.007877,5.5,6.94
1991-03-24,,0,0.75,0,0.97,0,0,0,0,0,1,0.237,0.24,0.241,0.239131,0.007878,0.007877,0.007877,3.7,0.941
1991-03-25,,0,0.75,0,0.97,0,0,0,0,0,0,0.232,0.237,0.239,0.236184,0.007878,0.007877,0.007876,2.7,6.982
1991-03-26,,0,0.75,0,0.96,0,0,0,0,0,6.3,0.243,0.244,0.244,0.243974,0.007878,0.007877,0.007876,2.1,1.657
1991-03-27,,0,0.75,0,0.97,0,0,0,0,0,0.2,0.235,0.24,0.241,0.23876,0.007878,0.007876,0.007876,3.5,7.5
1991-03-28,,0,0.75,0,0.97,0,0,0,0,0,1.4,0.237,0.24,0.241,0.239389,0.007878,0.007876,0.007876,2.5,6.195
1991-03-29,,0,0.75,0,0.97,0,0,0,0,0,3.2,0.24,0.243,0.243,0.241972,0.007878,0.007876,0.007876,1.9,7.76
1991-03-30,,0,0.75,0,0,0,0,0,0,0,0.7,0.241,0.241,0.242,0.241238,0.007877,0.007876,0.007876,1.5,8.971
1991-03-31,,0,0.75,0,0.97,0,0,0,0,0,0,0.233,0.238,0.24,0.237087,0.007877,0.007876,0.007876,1.2,11.857
1991-04-01,,0,0.75,0,0.97,0,0,0,0,0,0,0.222,0.235,0.238,0.231671,0.007877,0.007876,0.007875,5.6,17.459
1991-04-02,,0,0.75,0,0.97,0,0,0,0,0,2.6,0.232,0.237,0.238,0.235835,0.007877,0.007876,0.007875,7.4,11.068
1991-04-03,,0,0.75,0,0.97,0,0,0,0,0,0,0.221,0.234,0.236,0.230492,0.007877,0.007875,0.007875,7.2,17.325
1991-04-04,,0,0.75,0,0.97,0,0,0,0,0,0,0.213,0.233,0.235,0.227074,0.007876,0.007875,0.007875,5.9,13.225
1991-04-05,,0,0.75,0,0.96,0,0,0,0,0,0,0.205,0.231,0.234,0.223486,0.007876,0.007875,0.007875,5.3,12.408
1991-04-06,,0,0.75,0,0.96,0,0,0,0,0,0,0.198,0.229,0.234,0.2204,0.007876,0.007875,0.007875,3.7,11.725
1991-04-07,,0,0.75,0,0.95,0,0,0,0,0,0.1,0.194,0.228,0.233,0.218184,0.007876,0.007875,0.007874,4.1,8.571
1991-04-08,,0,0.75,0,0.95,0,0,0,0,0,0,0.185,0.226,0.232,0.214464,0.007876,0.007874,0.007874,6.7,12.082
1991-04-09,,0,0.75,0,0.95,0,0,0,0,0,0,0.176,0.224,0.231,0.210275,0.007875,0.007874,0.007874,7.2,13.904
1991-04-10,,0,0.75,0,0.94,0,0,0,0,0,0,0.165,0.221,0.23,0.205595,0.007875,0.007874,0.007874,5.8,18.94
1991-04-11,,0,0.75,0,0.93,0,0,0,0,0,0,0.154,0.219,0.229,0.200764,0.007875,0.007874,0.007873,6.8,19.844
1991-04-12,,0,0.75,0,0.93,0,0,0,0,0,0,0.142,0.216,0.228,0.195213,0.007874,0.007873,0.007873,10.2,15.731
1991-04-13,,0,0.75,0,0.92,0,0,0,0,0,0,0.128,0.213,0.227,0.189301,0.007874,0.007873,0.007873,11.5,16.258
1991-04-14,,0,0.75,0,0.91,0,0,0,0,0,2.1,0.145,0.212,0.226,0.194312,0.007874,0.007872,0.007873,8.5,0.853
1991-04-15,,0,0.75,0,0.92,0,0,0,0,0,0.1,0.139,0.21,0.225,0.191383,0.007874,0.007872,0.007872,7.3,7.813
1991-04-16,,0,0.75,0,0.92,0,0,0,0,0,1,0.14,0.208,0.225,0.190993,0.007873,0.007872,0.007872,7.6,9.26
1991-04-17,,0,0.75,0,0.92,0,0,0,0,0,2.3,0.158,0.207,0.224,0.196322,0.007873,0.007871,0.007872,5.1,6.421
1991-04-18,,0,0.75,0,0.93,0,0,0,0,0,2.1,0.173,0.206,0.223,0.200502,0.007873,0.007871,0.007871,2.7,13.913
1991-04-19,,0,0.75,0,0.94,0,0,0,0,0,1.7,0.183,0.204,0.223,0.203233,0.007873,0.007871,0.007871,6.3,11.61
1991-04-20,,0,0.75,0,0.94,0,0,0,0,0,1.9,0.19,0.201,0.222,0.204093,0.007873,0.007871,0.007871,8.2,15.128
1991-04-21,,0,0.75,0,0.94,0,0,0,0,0,0,0.175,0.198,0.22,0.197765,0.007872,0.00787,0.007871,5.6,18.68
1991-04-22,,0,0.75,0,0.94,0,0,0,0,0,0,0.161,0.195,0.219,0.19155,0.007872,0.00787,0.00787,6.2,22.453
1991-04-23,,0,0.75,0,0.92,0,0,0,0,0,0,0.147,0.192,0.217,0.185138,0.007872,0.00787,0.00787,8.2,16.247
1991-04-24,,0,0.75,0,0.91,0,0,0,0,0,0,0.139,0.19,0.217,0.181802,0.007872,0.00787,0.00787,6.5,9.388
1991-04-25,,0,0.75,0,0.94,0,0,0,0,0,0,0.129,0.188,0.216,0.177355,0.007871,0.007869,0.007869,10.4,11.982
1991-04-26,,0,0.75,0,0.94,0,0,0,0,0,1.7,0.128,0.183,0.214,0.175068,0.007871,0.007869,0.007869,15.3,18.803
1991-04-27,,0,0.75,0,0.94,0,0,0,0,0,2.8,0.145,0.181,0.213,0.179507,0.007871,0.007868,0.007869,13.9,12.85
1991-04-28,,0,0.75,0,0.95,0,0,0,0,0,0,0.132,0.178,0.211,0.173828,0.00787,0.007868,0.007868,12.8,14.213
1991-04-29,,0,0.75,0,0.94,0,0,0,0,0,0.1,0.119,0.175,0.21,0.168054,0.00787,0.007867,0.007868,12.1,13.885
1991-04-30,,0,0.75,0,0.93,0,0,0,0,0,2.2,0.134,0.173,0.209,0.171989,0.00787,0.007867,0.007867,10.6,9.451
1991-05-01,,0,0.75,0,0.94,0,0,0,0,0,0,0.121,0.17,0.208,0.166458,0.007869,0.007867,0.007867,9.6,16.828
1991-05-02,,0,0.75,0,0.93,0,0,0,0,0,0.2,0.108,0.167,0.206,0.160219,0.007869,0.007866,0.007866,12.4,16.585
1991-05-03,,0,0.75,0,0.92,0,0,0,0,0,3,0.132,0.165,0.206,0.167627,0.007869,0.007866,0.007866,8.2,7.744
1991-05-04,,0,0.75,0,0.94,0,0,0,0,0,0.1,0.122,0.163,0.205,0.162999,0.007869,0.007865,0.007865,9.1,15.686
1991-05-05,,0,0.75,0,0.93,0,0,0,0,0,0,0.107,0.159,0.203,0.156356,0.007868,0.007865,0.007865,8.3,25.974
1991-05-06,,0,0.75,0,0.92,0,0,0,0,0,0,0.091,0.156,0.201,0.149323,0.007868,0.007865,0.007864,9.9,25.763
1991-05-07,,0,0.75,0,0.79,0,0,0,0,0,0,0.077,0.152,0.2,0.143018,0.007868,0.007864,0.007864,12.4,21.625
1991-05-08,,0,0.75,0,0.52,0,0,0,0,0,2.4,0.098,0.15,0.199,0.149159,0.007868,0.007864,0.007863,13.3,6.94
1991-05-09,,0,0.75,0,0.92,0,0,0,0,0,2.7,0.119,0.149,0.198,0.155399,0.007867,0.007863,0.007863,10.5,4.78
1991-05-10,,0,0.75,0,0.93,0,0,0,0,0,2.4,0.135,0.147,0.197,0.159684,0.007867,0.007863,0.007862,7.5,13.221
1991-05-11,,0,0.75,0,0.8,0,0,0,0,0,3.1,0.157,0.147,0.197,0.166759,0.007867,0.007863,0.007862,7.9,12.661
1991-05-12,,0,0.75,0,0.81,0,0,0,0,0,10.9,0.239,0.169,0.196,0.201461,0.007867,0.007862,0.007862,7,5.555
1991-05-13,,0,0.75,0,0.85,0,0,0,0,0,0.3,0.227,0.172,0.195,0.197829,0.007866,0.007862,0.007861,9.8,16.787
1991-05-14,,0,0.75,0,0.85,0,0,0,0,0,0,0.21,0.171,0.193,0.191457,0.007865,0.007861,0.007861,15.6,18.084
1991-05-15,,0,0.75,0,0.84,0,0,0,0,0,0,0.189,0.171,0.191,0.183965,0.007865,0.007861,0.00786,16.6,23.217
1991-05-16,,0,0.75,0,0.97,0,0,0,0,0,0,0.163,0.165,0.189,0.172474,0.007864,0.00786,0.00786,17.9,26.553
1991-05-17,,0,0.75,0,0.95,0,0,0,0,0,0,0.143,0.161,0.187,0.163629,0.007863,0.00786,0.007859,15.2,22.104
1991-05-18,,0,0.75,0,0.94,0,0,0,0,0,0,0.127,0.157,0.185,0.156505,0.007862,0.007859,0.007858,12.2,22.841
1991-05-19,,0,0.75,0,0.93,0,0,0,0,0,0,0.107,0.153,0.183,0.147905,0.007862,0.007858,0.007858,12.3,27.565
1991-05-20,,0,0.75,0,0.92,0,0,0,0,0,0,0.087,0.148,0.181,0.138814,0.007862,0.007858,0.007857,14.6,27.761
1991-05-21,,0,0.75,0,0.71,0,0,0,0,0,0,0.071,0.143,0.179,0.131102,0.007861,0.007857,0.007856,17.4,27.008
1991-05-22,,0,0.75,0,0.33,0,0,0,0,0,0,0.069,0.138,0.177,0.127795,0.007861,0.007856,0.007855,19,25.792
1991-05-23,,0,0.75,0,0.29,0,0,0,0,0,0,0.068,0.132,0.174,0.124823,0.007861,0.007855,0.007854,20,24.676
1991-05-24,,0,0.75,0,0.29,0,0,0,0,0,0,0.066,0.126,0.172,0.12145,0.007861,0.007855,0.007853,19.6,26.534
1991-05-25,,0,0.75,0,0.29,0,0,0,0,0,0,0.065,0.12,0.169,0.11794,0.00786,0.007854,0.007852,17.4,28.822
1991-05-26,,0,0.75,0,0.28,0,0,0,0,0,0,0.064,0.114,0.166,0.114563,0.00786,0.007853,0.007851,16,28.856
1991-05-27,,0,0.75,0,0.28,0,0,0,0,0,0,0.062,0.109,0.164,0.111723,0.00786,0.007853,0.00785,15.9,26.042
1991-05-28,,0,0.75,0,0.28,0,0,0,0,0,0,0.061,0.104,0.162,0.109144,0.00786,0.007852,0.007849,17.5,24.145
1991-05-29,,0,0.75,0,0.28,0,0,0,0,0,0,0.061,0.099,0.16,0.106487,0.007859,0.007852,0.007848,15.3,27.65
1991-05-30,,0,0.75,0,0.28,0,0,0,0,0,0,0.06,0.095,0.157,0.104002,0.007859,0.007852,0.007848,16.5,22.554
1991-05-31,,0,0.75,0,0.27,0,0,0,0,0,0,0.059,0.09,0.155,0.10153,0.007859,0.007851,0.007847,17.3,25.211
1991-06-01,,0,0.75,0,0.24,0,0,0,0,0,0,0.058,0.086,0.153,0.0991297,0.007859,0.007851,0.007846,17.9,26.542
1991-06-02,,0,0.75,0,0.23,0,0,0,0,0,0,0.057,0.083,0.151,0.0967445,0.007859,0.00785,0.007845,19.6,23.439
1991-06-03,,0,0.75,0,0.21,0,0,0,0,0,0,0.056,0.079,0.147,0.0940195,0.007858,0.00785,0.007844,21.9,25.697
1991-06-04,,0,0.75,0,0.19,0,0,0,0,0,0,0.055,0.077,0.145,0.0923188,0.007858,0.00785,0.007843,20.9,18.089
1991-06-05,,0,0.75,0,0.18,0,0,0,0,0,0,0.054,0.074,0.142,0.0900653,0.007858,0.007849,0.007842,22,27.434
1991-06-06,,0,0.75,0,0.16,0,0,0,0,0,0,0.053,0.072,0.139,0.0881638,0.007858,0.007849,0.007841,21.5,26.932
1991-06-07,,0,0.75,0,0.15,0,0,0,0,0,0.1,0.053,0.071,0.137,0.0872598,0.007857,0.007849,0.00784,19.2,20.237
1991-06-08,,0,0.75,0,0.14,0,0,0,0,0,0,0.052,0.071,0.134,0.0858664,0.007857,0.007848,0.007839,18.7,23.578
1991-06-09,,0,0.75,0,0.13,0,0,0,0,0,0,0.052,0.07,0.132,0.0846919,0.007857,0.007848,0.007838,18.8,22.289
1991-06-10,,0,0.75,0,0.13,0,0,0,0,0,0.2,0.053,0.07,0.13,0.0844049,0.007857,0.007848,0.007838,18.4,19.766
1991-06-11,,0,0.75,0,0.13,0,0,0,0,0,0.5,0.058,0.07,0.129,0.0854591,0.007856,0.007848,0.007837,13.2,15.084
1991-06-12,,0,0.75,0,0.13,0,0,0,0,0,3.7,0.094,0.07,0.128,0.0974196,0.007856,0.007847,0.007836,12.9,9.236
1991-06-13,,0,0.75,0,0.7,0,0,0,0,0,7.5,0.159,0.07,0.127,0.118618,0.007855,0.007847,0.007836,15.2,13.186
1991-06-14,,0,0.75,0,0.79,0,0,0,0,0,0,0.141,0.07,0.125,0.111902,0.007855,0.007847,0.007835,15.8,22.192
1991-06-15,,0,0.75,0,0.78,0,0,0,0,0,0,0.115,0.07,0.123,0.102535,0.007854,0.007847,0.007834,19.1,27.049
1991-06-16,,0,0.75,0,0.77,0,0,0,0,0,0,0.096,0.07,0.121,0.0957849,0.007854,0.007846,0.007834,20.3,17.069
1991-06-17,,0,0.75,0,0.75,0,0,0,0,0,0,0.083,0.07,0.12,0.0908799,0.007853,0.007846,0.007833,18.3,13.446
1991-06-18,,0,0.75,0,0.48,0,0,0,0,0,0,0.07,0.07,0.117,0.0855259,0.007853,0.007846,0.007833,17.6,28.396
1991-06-19,,0,0.75,0,0.14,0,0,0,0,0,0,0.068,0.069,0.115,0.0843851,0.007853,0.007846,0.007832,16.6,24.662
1991-06-20,,0,0.75,0,0.14,0,0,0,0,0,0.5,0.072,0.069,0.113,0.0846711,0.007852,0.007845,0.007831,19.1,27.037
1991-06-21,,0,0.75,0,0.21,0,0,0,0,0,0,0.068,0.069,0.11,0.0826057,0.007852,0.007845,0.007831,19.7,21.457
1991-06-22,,0,0.75,0,0.14,0,0,0,0,0,0,0.067,0.069,0.108,0.0811956,0.007852,0.007845,0.00783,19.8,26.909
1991-06-23,,0,0.75,0,0.14,0,0,0,0,0,0,0.066,0.068,0.106,0.079955,0.007852,0.007845,0.00783,17,27.97
1991-06-24,,0,0.75,0,0.14,0,0,0,0,0,0,0.065,0.068,0.104,0.0788713,0.007851,0.007844,0.007829,16.4,25.687
1991-06-25,,0,0.75,0,0.14,0,0,0,0,0,0,0.064,0.068,0.101,0.0776597,0.007851,0.007844,0.007829,17.4,28.113
1991-06-26,,0,0.75,0,0.14,0,0,0,0,0,0,0.062,0.068,0.099,0.0763268,0.007851,0.007844,0.007828,17.8,28.016
1991-06-27,,0,0.75,0,0.14,0,0,0,0,0,0,0.061,0.067,0.096,0.0750096,0.007851,0.007844,0.007828,17.3,29.542
1991-06-28,,0,0.75,0,0.13,0,0,0,0,0,0,0.06,0.067,0.094,0.073728,0.00785,0.007843,0.007827,19,29.091
1991-06-29,,0,0.75,0,0.13,0,0,0,0,0,0,0.059,0.067,0.093,0.0729425,0.00785,0.007843,0.007827,19,15.511
1991-06-30,,0,0.75,0,0.12,0,0,0,0,0,10,0.158,0.067,0.09,0.104987,0.007848,0.007843,0.007826,25.6,27.493
1991-07-01,,0,0.75,0,0.78,0,0,0,0,0,0,0.127,0.067,0.088,0.0937434,0.007847,0.007842,0.007826,23.6,26.113
1991-07-02,,0,0.75,0,0.76,0,0,0,0,0,0,0.097,0.067,0.086,0.0832577,0.007846,0.007842,0.007826,24.2,26.323
1991-07-03,,0,0.75,0,0.74,0,0,0,0,0,0,0.075,0.067,0.084,0.0752116,0.007846,0.007842,0.007825,21.2,21.499
1991-07-04,,0,0.75,0,0.28,0,0,0,0,0,0,0.068,0.067,0.083,0.0725059,0.007846,0.007841,0.007825,19,24.314
1991-07-05,,0,0.75,0,0.11,0,0,0,0,0,8.5,0.152,0.067,0.082,0.100271,0.007844,0.007841,0.007824,19.3,15.512
1991-07-06,,0,0.75,0,0.76,0,0,0,0,0,0.2,0.14,0.067,0.082,0.0959292,0.007843,0.007841,0.007824,17.8,8.617
1991-07-07,,0,0.75,0,0.75,0,0,0,0,0,2.3,0.155,0.067,0.081,0.100877,0.007842,0.00784,0.007823,14.1,5.381
