"daily"
Date,Crop,Stage,AbBiom,Yield,Evapotranspiration,Evaporation,Tra,Act_ET,ETa/ETc,LAI,Height,Mois,N,EffRootDep
1991-01-25,,0,0,0,0,0,0,0.19,0.97,0,0,0.22438,0.00685565,0
1991-01-26,,0,0,0,0,0,0,0.27,0.97,0,0,0.223766,0.00685999,0
1991-01-27,,0,0,0,0,0,0,0.35,0.97,0,0,0.223105,0.00686558,0
1991-01-28,,0,0,0,0,0,0,0.42,0.97,0,0,0.222401,0.00687213,0
1991-01-29,,0,0,0,0,0,0,0.42,0.96,0,0,0.221724,0.00687953,0
1991-01-30,,0,0,0,0,0,0,0.29,0.96,0,0,0.221242,0.00688763,0
1991-01-31,,0,0,0,0,0,0,0.32,0.96,0,0,0.220734,0.00689613,0
1991-02-01,,0,0,0,0,0,0,0.43,0.96,0,0,0.220107,0.00690495,0
1991-02-02,,0,0,0,0,0,0,0,0,0,0,0.22139,0.00691404,0
1991-02-03,,0,0,0,0,0,0,0,0,0,0,0.228951,0.00692334,0
1991-02-04,,0,0,0,0,0,0,0.84,0.83,0,0,0.227835,0.00693309,0
1991-02-05,,0,0,0,0,0,0,0,0,0,0,0.229048,0.00694346,0
1991-02-06,,0,0,0,0,0,0,0.38,0.83,0,0,0.229775,0.00695438,0
1991-02-07,,0,0,0,0,0,0,1.11,0.83,0,0,0.228347,0.00696752,0
1991-02-08,,0,0,0,0,0,0,0.76,0.91,0,0,0.227358,0.00698168,0
1991-02-09,,0,0,0,0,0,0,0.57,0.91,0,0,0.226605,0.00699619,0
1991-02-10,,0,0,0,0,0,0,0.6,0.91,0,0,0.227066,0.00701119,0
1991-02-11,,0,0,0,0,0,0,0.61,0.91,0,0,0.231274,0.00702569,0
1991-02-12,,0,0,0,0,0,0,0.41,0.91,0,0,0.230727,0.0070409,0
1991-02-13,,0,0,0,0,0,0,0.81,0.97,0,0,0.232186,0.00705761,0
1991-02-14,,0,0,0,0,0,0,0.8,0.97,0,0,0.234913,0.00707366,0
1991-02-15,,0,0,0,0,0,0,0.96,0.97,0,0,0.234942,0.00708965,0
1991-02-16,,0,0,0,0,0,0,0,0,0,0,0.237451,0.00710439,0
1991-02-17,,0,0,0,0,0,0,0,0,0,0,0.238814,0.00711819,0
1991-02-18,,0,0,0,0,0,0,0,0,0,0,0.238797,0.00713057,0
1991-02-19,,0,0,0,0,0,0,0,0,0,0,0.240122,0.00714194,0
1991-02-20,,0,0,0,0,0,0,0,0,0,0,0.240108,0.00715316,0
1991-02-21,,0,0,0,0,0,0,0.64,0.97,0,0,0.239295,0.00716419,0
1991-02-22,,0,0,0,0,0,0,0.84,0.97,0,0,0.240737,0.00717602,0
1991-02-23,,0,0,0,0,0,0,1.34,0.97,0,0,0.239046,0.00718951,0
1991-02-24,,0,0,0,0,0,0,0.88,0.96,0,0,0.232297,0.00707845,0
1991-02-25,,0,0,0,0,0,0,0.41,0.96,0,0,0.227656,0.00699903,0
1991-02-26,,0,0,0,0,0,0,0.54,0.96,0,0,0.225058,0.00697048,0
1991-02-27,,0,0,0,0,0,0,0.78,0.96,0,0,0.222967,0.00696183,0
1991-02-28,,0,0,0,0,0,0,0.43,0.96,0,0,0.221702,0.00696123,0
1991-03-01,,0,0,0,0,0,0,1.17,0.96,0,0,0.219724,0.00696744,0
1991-03-02,,0,0,0,0,0,0,1.25,0.95,0,0,0.217775,0.00697999,0
1991-03-03,,0,0,0,0,0,0,1.3,0.95,0,0,0.217102,0.00699675,0
1991-03-04,,0,0,0,0,0,0,1.35,0.95,0,0,0.215181,0.00701436,0
1991-03-05,,0,0,0,0,0,0,1.5,0.94,0,0,0.213122,0.00703355,0
1991-03-06,,0,0,0,0,0,0,1.67,0.93,0,0,0.210886,0.00705539,0
1991-03-07,,0,0,0,0,0,0,0.9,0.93,0,0,0.210879,0.0070773,0
1991-03-08,,0,0,0,0,0,0,0.73,0.93,0,0,0.209854,0.0070988,0
1991-03-09,,0,0,0,0,0,0,1.27,0.92,0,0,0.208175,0.00712012,0
1991-03-10,,0,0,0,0,0,0,1.51,0.92,0,0,0.206203,0.00714136,0
1991-03-11,,0,0,0,0,0,0,1.21,0.91,0,0,0.204621,0.00716258,0
1991-03-12,,0,0,0,0,0,0,1.16,0.91,0,0,0.205606,0.00718319,0
1991-03-13,,0,0,0,0,0,0,0.64,0.71,0,0,0.222256,0.00720339,0
1991-03-14,,0,0,0,0,0,0,0.92,0.9,0,0,0.224807,0.00722223,0
1991-03-15,,0,0,0,0,0,0,0,0,0,0,0.226041,0.00723978,0
1991-03-16,,0,0,0,0,0,0,0,0,0,0,0.228585,0.00725537,0
1991-03-17,,0,0,0,0,0,0,1.62,0.97,0,0,0.226379,0.00726691,0
1991-03-18,,0,0,0,0,0,0,0.75,0.97,0,0,0.225078,0.00727387,0
1991-03-19,,0,0,0,0,0,0,1.17,0.97,0,0,0.223193,0.00728168,0
1991-03-20,,0,0,0,0,0,0,1.23,0.96,0,0,0.222517,0.00729173,0
1991-03-21,,0,0,0,0,0,0,0.86,0.95,0,0,0.232516,0.00722152,0
1991-03-22,,0,0,0,0,0,0,0.89,0.97,0,0,0.232544,0.00709448,0
1991-03-23,,0,0,0,0,0,0,1.57,0.97,0,0,0.231347,0.00698691,0
1991-03-24,,0,0,0,0,0,0,0.4,0.97,0,0,0.229699,0.00695044,0
1991-03-25,,0,0,0,0,0,0,0.55,0.97,0,0,0.227654,0.00693721,0
1991-03-26,,0,0,0,0,0,0,0.3,0.96,0,0,0.232326,0.00688791,0
1991-03-27,,0,0,0,0,0,0,0.72,0.97,0,0,0.229557,0.00685464,0
1991-03-28,,0,0,0,0,0,0,0.5,0.97,0,0,0.229198,0.00683629,0
1991-03-29,,0,0,0,0,0,0,0.5,0.97,0,0,0.230808,0.00681052,0
1991-03-30,,0,0,0,0,0,0,0,0,0,0,0.230126,0.00678868,0
1991-03-31,,0,0,0,0,0,0,0.74,0.97,0,0,0.228008,0.00677513,0
1991-04-01,,0,0,0,0,0,0,1.42,0.97,0,0,0.225362,0.00677216,0
1991-04-02,,0,0,0,0,0,0,1.15,0.97,0,0,0.226521,0.00677743,0
1991-04-03,,0,0,0,0,0,0,1.52,0.97,0,0,0.224117,0.0067893,0
1991-04-04,,0,0,0,0,0,0,1.01,0.97,0,0,0.222463,0.00680409,0
1991-04-05,,0,0,0,0,0,0,1.08,0.96,0,0,0.2208,0.00682024,0
1991-04-06,,0,0,0,0,0,0,0.94,0.96,0,0,0.219377,0.00683644,0
1991-04-07,,0,0,0,0,0,0,0.77,0.95,0,0,0.21833,0.00685247,0
1991-04-08,,0,0,0,0,0,0,1.13,0.95,0,0,0.216748,0.00687023,0
1991-04-09,,0,0,0,0,0,0,1.27,0.95,0,0,0.215017,0.0068903,0
1991-04-10,,0,0,0,0,0,0,1.42,0.94,0,0,0.213121,0.00691186,0
1991-04-11,,0,0,0,0,0,0,1.47,0.93,0,0,0.211184,0.00693499,0
1991-04-12,,0,0,0,0,0,0,1.69,0.93,0,0,0.208989,0.00696021,0
1991-04-13,,0,0,0,0,0,0,1.8,0.92,0,0,0.206669,0.00698766,0
1991-04-14,,0,0,0,0,0,0,0.6,0.91,0,0,0.208472,0.00701622,0
1991-04-15,,0,0,0,0,0,0,0.99,0.92,0,0,0.207301,0.00704335,0
1991-04-16,,0,0,0,0,0,0,1.13,0.92,0,0,0.207086,0.00707017,0
1991-04-17,,0,0,0,0,0,0,0.71,0.92,0,0,0.209028,0.00709556,0
1991-04-18,,0,0,0,0,0,0,0.86,0.93,0,0,0.210542,0.00711918,0
1991-04-19,,0,0,0,0,0,0,0.89,0.94,0,0,0.211517,0.00714271,0
1991-04-20,,0,0,0,0,0,0,1.66,0.94,0,0,0.211783,0.00716747,0
1991-04-21,,0,0,0,0,0,0,1.91,0.94,0,0,0.20937,0.00719211,0
1991-04-22,,0,0,0,0,0,0,1.89,0.94,0,0,0.206985,0.00721739,0
1991-04-23,,0,0,0,0,0,0,1.93,0.92,0,0,0.204546,0.00724319,0
1991-04-24,,0,0,0,0,0,0,1.01,0.91,0,0,0.203268,0.00726807,0
1991-04-25,,0,0,0,0,0,0,1.39,0.94,0,0,0.20151,0.0072939,0
1991-04-26,,0,0,0,0,0,0,2.49,0.94,0,0,0.200507,0.00732551,0
1991-04-27,,0,0,0,0,0,0,1.53,0.94,0,0,0.202077,0.0073623,0
1991-04-28,,0,0,0,0,0,0,1.78,0.95,0,0,0.199842,0.00739811,0
1991-04-29,,0,0,0,0,0,0,1.91,0.94,0,0,0.197566,0.00743271,0
1991-04-30,,0,0,0,0,0,0,1.06,0.93,0,0,0.198973,0.00746705,0
1991-05-01,,0,0,0,0,0,0,1.73,0.94,0,0,0.196799,0.0074998,0
1991-05-02,,0,0,0,0,0,0,2.16,0.93,0,0,0.194337,0.00753232,0
1991-05-03,,0,0,0,0,0,0,0.81,0.92,0,0,0.197062,0.00756473,0
1991-05-04,,0,0,0,0,0,0,1.55,0.94,0,0,0.195238,0.00759547,0
1991-05-05,,0,0,0,0,0,0,2.08,0.93,0,0,0.192631,0.00762535,0
1991-05-06,,0,0,0,0,0,0,2.2,0.92,0,0,0.189871,0.00765533,0
1991-05-07,,0,0,0,0,0,0,1.99,0.79,0,0,0.187379,0.00768582,0
1991-05-08,,0,0,0,0,0,0,0.6,0.52,0,0,0.189619,0.00771861,0
1991-05-09,,0,0,0,0,0,0,0.86,0.92,0,0,0.191907,0.00775236,0
1991-05-10,,0,0,0,0,0,0,1.16,0.93,0,0,0.193447,0.00778515,0
1991-05-11,,0,0,0,0,0,0,1.03,0.8,0,0,0.196033,0.00781764,0
1991-05-12,,0,0,0,0,0,0,0.51,0.81,0,0,0.20901,0.00785034,0
1991-05-13,,0,0,0,0,0,0,1.45,0.85,0,0,0.207561,0.00788405,0
1991-05-14,,0,0,0,0,0,0,2,0.85,0,0,0.205054,0.00792347,0
1991-05-15,,0,0,0,0,0,0,2.35,0.84,0,0,0.202106,0.00796954,0
1991-05-16,,0,0,0,0,0,0,3.59,0.97,0,0,0.197616,0.00802104,0
1991-05-17,,0,0,0,0,0,0,2.76,0.95,0,0,0.194157,0.00807398,0
1991-05-18,,0,0,0,0,0,0,2.23,0.94,0,0,0.191369,0.00812257,0
1991-05-19,,0,0,0,0,0,0,2.69,0.93,0,0,0.188003,0.00816757,0
1991-05-20,,0,0,0,0,0,0,2.84,0.92,0,0,0.184443,0.0082111,0
1991-05-21,,0,0,0,0,0,0,2.44,0.71,0,0,0.181385,0.00825508,0
1991-05-22,,0,0,0,0,0,0,1.12,0.33,0,0,0.179978,0.00830122,0
1991-05-23,,0,0,0,0,0,0,1.03,0.29,0,0,0.178692,0.0083494,0
1991-05-24,,0,0,0,0,0,0,1.16,0.29,0,0,0.177233,0.00839911,0
1991-05-25,,0,0,0,0,0,0,1.21,0.29,0,0,0.175713,0.00844849,0
1991-05-26,,0,0,0,0,0,0,1.17,0.28,0,0,0.174249,0.00849624,0
1991-05-27,,0,0,0,0,0,0,0.98,0.28,0,0,0.173017,0.00854192,0
1991-05-28,,0,0,0,0,0,0,0.89,0.28,0,0,0.171897,0.0085866,0
1991-05-29,,0,0,0,0,0,0,0.92,0.28,0,0,0.170742,0.00862947,0
1991-05-30,,0,0,0,0,0,0,0.86,0.28,0,0,0.169661,0.00867078,0
1991-05-31,,0,0,0,0,0,0,0.86,0.27,0,0,0.168578,0.0087114,0
1991-06-01,,0,0,0,0,0,0,0.85,0.24,0,0,0.167513,0.00875174,0
1991-06-02,,0,0,0,0,0,0,0.86,0.23,0,0,0.166438,0.00879226,0
1991-06-03,,0,0,0,0,0,0,1,0.21,0,0,0.16519,0.00883371,0
1991-06-04,,0,0,0,0,0,0,0.64,0.19,0,0,0.164393,0.00887567,0
1991-06-05,,0,0,0,0,0,0,0.85,0.18,0,0,0.163324,0.00891862,0
1991-06-06,,0,0,0,0,0,0,0.74,0.16,0,0,0.1624,0.00896214,0
1991-06-07,,0,0,0,0,0,0,0.5,0.15,0,0,0.161902,0.00900493,0
1991-06-08,,0,0,0,0,0,0,0.57,0.14,0,0,0.161189,0.00904597,0
1991-06-09,,0,0,0,0,0,0,0.49,0.13,0,0,0.160576,0.00908555,0
1991-06-10,,0,0,0,0,0,0,0.4,0.13,0,0,0.160322,0.00912414,0
1991-06-11,,0,0,0,0,0,0,0.26,0.13,0,0,0.160624,0.00916068,0
1991-06-12,,0,0,0,0,0,0,0.16,0.13,0,0,0.16505,0.00919728,0
1991-06-13,,0,0,0,0,0,0,1.2,0.7,0,0,0.172918,0.00924059,0
1991-06-14,,0,0,0,0,0,0,2.11,0.79,0,0,0.170274,0.00928167,0
1991-06-15,,0,0,0,0,0,0,2.95,0.78,0,0,0.166585,0.00932131,0
1991-06-16,,0,0,0,0,0,0,2.13,0.77,0,0,0.163924,0.00935901,0
1991-06-17,,0,0,0,0,0,0,1.55,0.75,0,0,0.161987,0.00939421,0
1991-06-18,,0,0,0,0,0,0,1.74,0.48,0,0,0.159811,0.00942812,0
1991-06-19,,0,0,0,0,0,0,0.46,0.14,0,0,0.159234,0.00946142,0
1991-06-20,,0,0,0,0,0,0,0.57,0.14,0,0,0.159147,0.00949589,0
1991-06-21,,0,0,0,0,0,0,0.75,0.21,0,0,0.158203,0.00953044,0
1991-06-22,,0,0,0,0,0,0,0.57,0.14,0,0,0.157489,0.00956563,0
1991-06-23,,0,0,0,0,0,0,0.5,0.14,0,0,0.156858,0.00959993,0
1991-06-24,,0,0,0,0,0,0,0.44,0.14,0,0,0.156305,0.00963312,0
1991-06-25,,0,0,0,0,0,0,0.49,0.14,0,0,0.155685,0.00966575,0
1991-06-26,,0,0,0,0,0,0,0.55,0.14,0,0,0.155001,0.00969813,0
1991-06-27,,0,0,0,0,0,0,0.54,0.14,0,0,0.154324,0.00973024,0
1991-06-28,,0,0,0,0,0,0,0.53,0.13,0,0,0.15366,0.00976268,0
1991-06-29,,0,0,0,0,0,0,0.33,0.13,0,0,0.153247,0.00979469,0
1991-06-30,,0,0,0,0,0,0,0.56,0.12,0,0,0.165044,0.00985097,0
1991-07-01,,0,0,0,0,0,0,3.54,0.78,0,0,0.160618,0.00990256,0
1991-07-02,,0,0,0,0,0,0,3.31,0.76,0,0,0.156484,0.00994805,0
1991-07-03,,0,0,0,0,0,0,2.54,0.74,0,0,0.153308,0.00998633,0
1991-07-04,,0,0,0,0,0,0,0.94,0.28,0,0,0.152138,0.0100217,0
1991-07-05,,0,0,0,0,0,0,0.26,0.11,0,0,0.162439,0.0100736,0
1991-07-06,,0,0,0,0,0,0,1.58,0.76,0,0,0.160715,0.010118,0
1991-07-07,,0,0,0,0,0,0,0.86,0.75,0,0,0.162517,0.0101588,0
1991-07-08,,0,0,0,0,0,0,2.49,0.76,0,0,0.159398,0.0101963,0
1991-07-09,,0,0,0,0,0,0,2.78,0.74,0,0,0.155922,0.0102318,0
1991-07-10,,0,0,0,0,0,0,2.67,0.73,0,0,0.152581,0.0102647,0
1991-07-11,,0,0,0,0,0,0,1.58,0.43,0,0,0.150609,0.0102967,0
1991-07-12,,0,0,0,0,0,0,0.19,0.1,0,0,0.15099,0.010328,0
1991-07-13,,0,0,0,0,0,0,0.5,0.22,0,0,0.151364,0.010359,0
1991-07-14,,0,0,0,0,0,0,1.1,0.33,0,0,0.149984,0.0103885,0
1991-07-15,,0,0,0,0,0,0,0.13,0.09,0,0,0.15519,0.010422,0
1991-07-16,,0,0,0,0,0,0,1.98,0.72,0,0,0.152715,0.0104512,0
1991-07-17,,0,0,0,0,0,0,1.76,0.63,0,0,0.150514,0.0104779,0
1991-07-18,,0,0,0,0,0,0,0.86,0.3,0,0,0.154433,0.0105097,0
1991-07-19,,0,0,0,0,0,0,1.69,0.72,0,0,0.153567,0.0105408,0
1991-07-20,,0,0,0,0,0,0,0.55,0.71,0,0,0.152875,0.0105693,0
1991-07-21,,0,0,0,0,0,0,2.91,0.71,0,0,0.149232,0.0105975,0
1991-07-22,,0,0,0,0,0,0,0.72,0.15,0,0,0.153336,0.0106383,0
1991-07-23,,0,0,0,0,0,0,1.5,0.71,0,0,0.151462,0.0106741,0
1991-07-24,,0,0,0,0,0,0,1.52,0.62,0,0,0.149557,0.0107054,0
1991-07-25,,0,0,0,0,0,0,1.31,0.34,0,0,0.147915,0.0107359,0
1991-07-26,,0,0,0,0,0,0,0.3,0.08,0,0,0.150166,0.0107709,0
1991-07-27,,0,0,0,0,0,0,1.41,0.5,0,0,0.148402,0.0108028,0
1991-07-28,,0,0,0,0,0,0,0.88,0.24,0,0,0.150796,0.0108391,0
1991-07-29,,0,0,0,0,0,0,2.05,0.66,0,0,0.148239,0.0108698,0
1991-07-30,,0,0,0,0,0,0,0.9,0.27,0,0,0.147117,0.0108989,0
1991-07-31,,0,0,0,0,0,0,0.31,0.07,0,0,0.146725,0.0109293,0
1991-08-01,,0,0,0,0,0,0,0.23,0.08,0,0,0.146434,0.0109596,0
1991-08-02,,0,0,0,0,0,0,0.25,0.08,0,0,0.146119,0.0109902,0
1991-08-03,,0,0,0,0,0,0,0.18,0.07,0,0,0.153022,0.0110314,0
1991-08-04,,0,0,0,0,0,0,2.69,0.71,0,0,0.149665,0.0110687,0
1991-08-05,,0,0,0,0,0,0,2.1,0.67,0,0,0.147034,0.0111007,0
1991-08-06,,0,0,0,0,0,0,1,0.27,0,0,0.145778,0.0111314,0
1991-08-07,,0,0,0,0,0,0,0.31,0.07,0,0,0.145397,0.0111633,0
1991-08-08,,0,0,0,0,0,0,0.32,0.08,0,0,0.145001,0.0111951,0
1991-08-09,,0,0,0,0,0,0,0.28,0.08,0,0,0.144646,0.0112287,0
1991-08-10,,0,0,0,0,0,0,0.4,0.08,0,0,0.144146,0.0112644,0
1991-08-11,,0,0,0,0,0,0,0.49,0.07,0,0,0.143536,0.0113019,0
1991-08-12,,0,0,0,0,0,0,0.21,0.07,0,0,0.1454,0.0113394,0
1991-08-13,,0,0,0,0,0,0,0.93,0.28,0,0,0.144367,0.0113733,0
1991-08-14,,0,0,0,0,0,0,0.16,0.08,0,0,0.146792,0.011407,0
1991-08-15,,0,0,0,0,0,0,0.46,0.55,0,0,0.159838,0.0114517,0
1991-08-16,,0,0,0,0,0,0,1.39,0.75,0,0,0.158229,0.0114921,0
1991-08-17,,0,0,0,0,0,0,1.83,0.74,0,0,0.155941,0.0115306,0
1991-08-18,,0,0,0,0,0,0,0.93,0.73,0,0,0.156529,0.0115675,0
1991-08-19,,0,0,0,0,0,0,1.78,0.74,0,0,0.154298,0.0116023,0
1991-08-20,,0,0,0,0,0,0,1.74,0.73,0,0,0.152127,0.0116358,0
1991-08-21,,0,0,0,0,0,0,2.2,0.72,0,0,0.151253,0.011671,0
1991-08-22,,0,0,0,0,0,0,1.6,0.72,0,0,0.153501,0.0117096,0
1991-08-23,,0,0,0,0,0,0,1.93,0.73,0,0,0.151083,0.0117447,0
1991-08-24,,0,0,0,0,0,0,1.03,0.72,0,0,0.150924,0.0117779,0
1991-08-25,,0,0,0,0,0,0,1.48,0.72,0,0,0.14907,0.0118074,0
1991-08-26,,0,0,0,0,0,0,0.96,0.71,0,0,0.149616,0.0118376,0
1991-08-27,,0,0,0,0,0,0,1.24,0.71,0,0,0.176946,0.0118925,0
1991-08-28,,0,0,0,0,0,0,1.31,0.78,0,0,0.176053,0.0119501,0
1991-08-29,,0,0,0,0,0,0,2.81,0.78,0,0,0.17267,0.0120183,0
1991-08-30,,0,0,0,0,0,0,2.09,0.77,0,0,0.170681,0.012092,0
1991-08-31,,0,0,0,0,0,0,0.71,0.76,0,0,0.16992,0.0121557,0
1991-09-01,,0,0,0,0,0,0,1.27,0.89,0,0,0.186837,0.0122168,0
1991-09-02,,0,0,0,0,0,0,0.84,0.91,0,0,0.195781,0.0122783,0
1991-09-03,,0,0,0,0,0,0,1.77,0.91,0,0,0.193566,0.0123367,0
1991-09-04,,0,0,0,0,0,0,1.43,0.9,0,0,0.198158,0.0123963,0
1991-09-05,,0,0,0,0,0,0,1.12,0.91,0,0,0.198635,0.0124534,0
1991-09-06,,0,0,0,0,0,0,0.84,0.91,0,0,0.203206,0.0125067,0
1991-09-07,,0,0,0,0,0,0,1.55,0.91,0,0,0.201267,0.0125588,0
1991-09-08,,0,0,0,0,0,0,1.65,0.9,0,0,0.200198,0.0126115,0
1991-09-09,,0,0,0,0,0,0,1.25,0.9,0,0,0.200137,0.0126637,0
1991-09-10,,0,0,0,0,0,0,1.57,0.9,0,0,0.198173,0.0127166,0
1991-09-11,,0,0,0,0,0,0,1.59,0.9,0,0,0.196184,0.0127708,0
1991-09-12,,0,0,0,0,0,0,1.58,0.89,0,0,0.194208,0.0128272,0
1991-09-13,,0,0,0,0,0,0,1.06,0.88,0,0,0.192879,0.0128824,0
1991-09-14,,0,0,0,0,0,0,1.21,0.88,0,0,0.19136,0.0129356,0
1991-09-15,,0,0,0,0,0,0,1.01,0.87,0,0,0.190097,0.0129872,0
1991-09-16,,0,0,0,0,0,0,1.26,0.87,0,0,0.188519,0.0130369,0
1991-09-17,,0,0,0,0,0,0,1.36,0.86,0,0,0.18682,0.0130857,0
1991-09-18,,0,0,0,0,0,0,1.59,0.92,0,0,0.184837,0.0131332,0
1991-09-19,,0,0,0,0,0,0,1.3,0.91,0,0,0.183208,0.0131794,0
1991-09-20,,0,0,0,0,0,0,1.41,0.9,0,0,0.181445,0.0132241,0
1991-09-21,,0,0,0,0,0,0,0.83,0.9,0,0,0.180654,0.0132667,0
1991-09-22,wheat/winter wheat,1,53,0,0,0,0,0.7,0.9,0.106,0,0.179784,0.0133093,0.1
1991-09-23,wheat/winter wheat,1,53,0,0,0,0,1.06,0.85,0.106,0,0.178465,0.013353,0.1
1991-09-24,wheat/winter wheat,1,53,0,0,0,0,0.71,0.7,0.106,0,0.177581,0.0133983,0.1
1991-09-25,wheat/winter wheat,1,53,0,0,0,0,0.23,0.6,0.106,0,0.177795,0.0134438,0.1
1991-09-26,wheat/winter wheat,1,53,0,0,0,0,0.25,0.66,0.106,0,0.177856,0.013489,0.1
1991-09-27,wheat/winter wheat,1,53,0,0,0,0,0.45,0.68,0.106,0,0.177547,0.0135348,0.1
1991-09-28,wheat/winter wheat,1,53,0,0,0,0,0.42,0.66,0.106,0,0.17702,0.0135812,0.1
1991-09-29,wheat/winter wheat,2,57.7,0,0.7,0,0,0.38,0.58,0.106,0,0.176549,0.0135677,0.2
1991-09-30,wheat/winter wheat,2,57.6,0,0.7,0,0,0.35,0.53,0.1153,0,0.176114,0.0136125,0.2
1991-10-01,wheat/winter wheat,2,57.6,0,0.4,0,0.02,0.19,0.55,0.1152,0,0.175871,0.0136549,0.3
1991-10-02,wheat/winter wheat,2,61.3,0,0.3,0,0.02,0.18,0.53,0.1151,0,0.17565,0.0136582,0.3
1991-10-03,wheat/winter wheat,2,65.5,0,0.5,0,0.03,0.24,0.51,0.1225,0,0.175356,0.0136528,0.3
1991-10-04,wheat/winter wheat,2,69.9,0,0.6,0,0.04,0.28,0.5,0.1308,0,0.175009,0.0136442,0.3
1991-10-05,wheat/winter wheat,2,75.2,0,0.9,0,0.06,0.45,0.48,0.1395,0,0.174449,0.0136257,0.3
1991-10-06,wheat/winter wheat,2,81,0,0.5,0,0.04,0.21,0.41,0.15,0,0.177934,0.0136017,0.3
1991-10-07,wheat/winter wheat,2,85.1,0,0.1,0,0.01,0.12,0.9,0.1615,0,0.179033,0.0135952,0.3
1991-10-08,wheat/winter wheat,2,89.1,0,0.2,0,0.01,0.17,0.91,0.1697,0,0.178824,0.0135889,0.3
1991-10-09,wheat/winter wheat,2,93.4,0,0.2,0,0.02,0.17,0.91,0.1776,0,0.178614,0.0135778,0.3
1991-10-10,wheat/winter wheat,2,97.6,0,0.2,0,0.02,0.17,0.91,0.1862,0,0.179657,0.0135684,0.4
1991-10-11,wheat/winter wheat,2,101.9,0,0.2,0,0.02,0.23,0.91,0.1943,0,0.179373,0.0135557,0.4
1991-10-12,wheat/winter wheat,2,108.1,0,0.2,0,0.02,0.19,0.91,0.2029,0,0.179137,0.0135226,0.4
1991-10-13,wheat/winter wheat,2,113.7,0,0.4,0,0.04,0.37,0.91,0.2152,0,0.178673,0.0134941,0.4
1991-10-14,wheat/winter wheat,2,119,0,0.3,0,0.04,0.31,0.91,0.2262,0,0.178281,0.0134656,0.4
1991-10-15,wheat/winter wheat,2,123.3,0,0.3,0,0.04,0.3,0.91,0.2368,0,0.177903,0.0134464,0.4
1991-10-16,wheat/winter wheat,2,127.9,0,0.2,0,0.02,0.14,0.91,0.2453,0.04,0.177726,0.0134226,0.4
1991-10-17,wheat/winter wheat,2,132.2,0,0.2,0,0.03,0.21,0.91,0.2545,0.04,0.177464,0.0134028,0.4
1991-10-18,wheat/winter wheat,2,138,0,0.2,0,0.03,0.19,0.91,0.2628,0.04,0.177222,0.0133664,0.4
1991-10-19,wheat/winter wheat,2,144.5,0,0.2,0,0.03,0.19,0.91,0.2743,0.04,0.176985,0.013323,0.4
1991-10-20,wheat/winter wheat,2,151.9,0,0.3,0,0.04,0.3,0.91,0.287,0.04,0.176604,0.0132704,0.4
1991-10-21,wheat/winter wheat,2,159.4,0,0.2,0,0.03,0.21,0.91,0.3014,0.04,0.176341,0.0132185,0.4
